,Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price,Make,Model,Car_Age
1534,Mercedes Benz Benz Benz C180,Automatic,1600.0,Kenyan Used,2015,2999999.0,Mercedes Benz,Benz Benz C180,9
1535,Mercedes Benz Benz Benz C250,Automatic,2000.0,Foreign Used,2016,3999999.0,Mercedes Benz,Benz Benz C250,8
1536,Bmw X1,Automatic,2000.0,Foreign Used,2016,3199999.0,Bmw,X1,8
1537,Bmw X5 Xdrive 30I,Automatic,3000.0,Kenyan Used,2009,2849999.0,Bmw,X5 Xdrive 30I,15
1538,Suzuki Escudo,Automatic,1600.0,Kenyan Used,2016,2149999.0,Suzuki,Escudo,8
1539,Bmw X5 3.0D,Automatic,3000.0,Kenyan Used,2006,1469999.0,Bmw,X5 3.0D,18
1540,Mercedes Benz Benz Benz Gle350D,Automatic,3000.0,Foreign Used,2017,8999999.0,Mercedes Benz,Benz Benz Gle350D,7
1541,Nissan Bluebird,Automatic,2000.0,Kenyan Used,2008,599999.0,Nissan,Bluebird,16
1542,Subaru Forester,Automatic,2000.0,Kenyan Used,2013,1829999.0,Subaru,Forester,11
1543,Lexus Rx450H,Automatic,3500.0,Kenyan Used,2009,1849999.0,Lexus,Rx450H,15
1544,Suzuki S Cross,Automatic,1600.0,Foreign Used,2017,2449999.0,Suzuki,S Cross,7
1545,Toyota Wish,Automatic,1800.0,Kenyan Used,2011,1099999.0,Toyota,Wish,13
1546,Toyota Ipsum,Automatic,2400.0,Kenyan Used,2003,649999.0,Toyota,Ipsum,21
1547,Mazda Cx3,Automatic,2000.0,Foreign Used,2017,2699999.0,Mazda,Cx3,7
1548,Subaru Forester Xt / Sunroof,Automatic,2000.0,Foreign Used,2016,3479999.0,Subaru,Forester Xt / Sunroof,8
1549,Toyota Premio,Automatic,1800.0,Kenyan Used,2005,859999.0,Toyota,Premio,19
1550,Mazda Axela,Automatic,1500.0,Foreign Used,2016,2549999.0,Mazda,Axela,8
1551,Mitsubishi Delica,Manual,1200.0,Kenyan Used,1979,399999.0,Mitsubishi,Delica,45
1552,Volkswagen Tiguan,Automatic,1400.0,Foreign Used,2017,3749999.0,Volkswagen,Tiguan,7
1553,Bmw X3,Automatic,2000.0,Foreign Used,2017,4599999.0,Bmw,X3,7
1554,Audi Q5,Automatic,2000.0,Foreign Used,2017,4499999.0,Audi,Q5,7
1555,Toyota Mark X,Automatic,2500.0,Kenyan Used,2008,749999.0,Toyota,Mark X,16
1556,Subaru Forester Xt With Roof Cargo Kit,Automatic,2000.0,Kenyan Used,2014,2379999.0,Subaru,Forester Xt With Roof Cargo Kit,10
1557,Subaru Legacy 2.0L,Automatic,2000.0,Kenyan Used,2007,729999.0,Subaru,Legacy 2.0L,17
1558,"Bmw X5 Xdrive35D ""F15"" / Pano Sunroof",Automatic,3000.0,Kenyan Used,2013,4399999.0,Bmw,"X5 Xdrive35D ""F15"" / Pano Sunroof",11
1559,Volkswagen Polo,Automatic,1200.0,Kenyan Used,2011,789999.0,Volkswagen,Polo,13
1560,Range Rover Evoque,Automatic,2200.0,Foreign Used,2017,5299999.0,Range Rover,Evoque,7
1561,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2015,3449999.0,Mercedes Benz,Benz Benz C200,9
1562,Hyundai Sante Fe,Automatic,2200.0,Foreign Used,2017,3999999.0,Hyundai,Sante Fe,7
1563,Audi Q5,Automatic,2000.0,Foreign Used,2016,4299999.0,Audi,Q5,8
1564,Volkswagen Tiguan,Automatic,1400.0,Kenyan Used,2014,2349999.0,Volkswagen,Tiguan,10
1565,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2017,4699999.0,Mercedes Benz,Benz Benz C200,7
1566,Range Rover Evoque Sd4,Automatic,2200.0,Kenyan Used,2012,3599999.0,Range Rover,Evoque Sd4,12
1567,Volkswagen Golf Gt,Automatic,1400.0,Kenyan Used,2010,799999.0,Volkswagen,Golf Gt,14
1568,Mazda Bongo,Automatic,1500.0,Kenyan Used,2012,799999.0,Mazda,Bongo,12
1569,Range Rover Vogue 3.0 Tdv6 Se,Automatic,3000.0,Kenyan Used,2013,9699999.0,Range Rover,Vogue 3.0 Tdv6 Se,11
1570,Toyota Royal Crown I-Four,Automatic,2500.0,Foreign Used,2016,2849999.0,Toyota,Royal Crown I-Four,8
1571,Honda Stepwagon,Automatic,2000.0,Kenyan Used,2015,1699999.0,Honda,Stepwagon,9
1572,Volvo Xc60,Automatic,2000.0,Foreign Used,2018,5449999.0,Volvo,Xc60,6
1573,Volvo Xc60,Automatic,2000.0,Foreign Used,2018,5249999.0,Volvo,Xc60,6
1574,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2016,4199999.0,Mercedes Benz,Benz Benz C200,8
1575,Mitsubishi  Ek Wagon,Automatic,660.0,Foreign Used,2017,789999.0,Mitsubishi, Ek Wagon,7
1576,Mitsubishi Outlander Phev,Automatic,2000.0,Foreign Used,2016,3499999.0,Mitsubishi,Outlander Phev,8
1577,Nissan Latio,Automatic,1200.0,Foreign Used,2015,1169999.0,Nissan,Latio,9
1578,Bmw X1,Automatic,1500.0,Foreign Used,2016,3399999.0,Bmw,X1,8
1579,Nissan Sylphy,Automatic,1800.0,Kenyan Used,2013,1079999.0,Nissan,Sylphy,11
1580,Smart Forfour,Automatic,900.0,Foreign Used,2017,2839999.0,Smart,Forfour,7
1581,Audi A6 2.8L Fsi Quattro C7 S-Line,Automatic,2800.0,Kenyan Used,2015,2999999.0,Audi,A6 2.8L Fsi Quattro C7 S-Line,9
1582,Toyota Premio 260,Automatic,1800.0,Kenyan Used,2014,1749999.0,Toyota,Premio 260,10
1583,Volkswagen Touareg 3.6L V6,Automatic,3600.0,Kenyan Used,2011,2499999.0,Volkswagen,Touareg 3.6L V6,13
1584,Volkswagen Citi Golf 1.4I,Automatic,1400.0,Kenyan Used,2002,399999.0,Volkswagen,Citi Golf 1.4I,22
1585,Mitsubishi Outlander Phev,Automatic,2000.0,Kenyan Used,2015,2629999.0,Mitsubishi,Outlander Phev,9
1586,Mercedes Benz Benz Benz Ml350 / Sunroof,Automatic,3500.0,Kenyan Used,2009,1699999.0,Mercedes Benz,Benz Benz Ml350 / Sunroof,15
1587,"Toyota Liteace Gl ""S402""",Automatic,1500.0,Kenyan Used,2016,999999.0,Toyota,"Liteace Gl ""S402""",8
1588,Toyota Fielder,Automatic,1500.0,Foreign Used,2018,1969999.0,Toyota,Fielder,6
1589,Bmw X1,Automatic,1500.0,Foreign Used,2017,3299999.0,Bmw,X1,7
1590,Volvo V40 T5 Awd 'Cross-Country' Spec,Automatic,2000.0,Kenyan Used,2015,1849999.0,Volvo,V40 T5 Awd 'Cross-Country' Spec,9
1591,Honda Fit,Automatic,1300.0,Foreign Used,2016,1449999.0,Honda,Fit,8
1592,Nissan Teana Xl,Automatic,2500.0,Kenyan Used,2016,1599999.0,Nissan,Teana Xl,8
1593,Volvo Xc60 D4,Automatic,2000.0,Foreign Used,2016,2699999.0,Volvo,Xc60 D4,8
1594,Audi Q5 2.0T,Automatic,2000.0,Foreign Used,2016,4349999.0,Audi,Q5 2.0T,8
1595,Audi Q5 2.0T Quattro S-Line,Automatic,2000.0,Foreign Used,2017,4549999.0,Audi,Q5 2.0T Quattro S-Line,7
1596,Toyota Landcruiser Prado Tx,Automatic,2700.0,Kenyan Used,2016,5299999.0,Toyota,Landcruiser Prado Tx,8
1597,"Bmw 320I ""F30""",Automatic,2000.0,Kenyan Used,2013,1699999.0,Bmw,"320I ""F30""",11
1598,Lexus Rx450H,Automatic,3500.0,Kenyan Used,2008,1299999.0,Lexus,Rx450H,16
1599,Toyota Hilux D Cab,Automatic,2500.0,Kenyan Used,2016,4599999.0,Toyota,Hilux D Cab,8
1600,Toyota Landcruiser Prado Tx,Automatic,2700.0,Foreign Used,2016,5499999.0,Toyota,Landcruiser Prado Tx,8
1601,Audi Q5,Automatic,2000.0,Kenyan Used,2014,2399999.0,Audi,Q5,10
1602,Smart Fortwo,Automatic,900.0,Foreign Used,2017,2249999.0,Smart,Fortwo,7
1603,Smart Fortwo,Automatic,900.0,Foreign Used,2017,2999999.0,Smart,Fortwo,7
1604,Smart Fortwo,Automatic,900.0,Foreign Used,2016,2599999.0,Smart,Fortwo,8
1605,Mitsubishi Outlander / 7 Seats,Automatic,2400.0,Foreign Used,2018,3799999.0,Mitsubishi,Outlander / 7 Seats,6
1606,Mazda Cx5,Automatic,2500.0,Foreign Used,2018,3649999.0,Mazda,Cx5,6
1607,"Honda Vezel ""Rs"" Hybrid",Automatic,1500.0,Foreign Used,2017,3149999.0,Honda,"Vezel ""Rs"" Hybrid",7
1608,Mercedes Benz Benz Benz Gle 350D,Automatic,3000.0,Foreign Used,2016,9499999.0,Mercedes Benz,Benz Benz Gle 350D,8
1609,Bmw X3 Xdrive 20D M-Sport / Panoramic Sunroof,Automatic,2000.0,Foreign Used,2016,4299999.0,Bmw,X3 Xdrive 20D M-Sport / Panoramic Sunroof,8
1610,Toyota Ch-R,Automatic,1800.0,Foreign Used,2016,3499999.0,Toyota,Ch-R,8
1611,Subaru Legacy B4 / Sunroof,Automatic,2500.0,Foreign Used,2016,2349999.0,Subaru,Legacy B4 / Sunroof,8
1612,Nissan Vanette,Automatic,1800.0,Kenyan Used,2009,599999.0,Nissan,Vanette,15
1613,Mazda Cx5,Automatic,2200.0,Foreign Used,2016,2799999.0,Mazda,Cx5,8
1614,Nissan Teana Xl,Automatic,2500.0,Kenyan Used,2014,1149999.0,Nissan,Teana Xl,10
1615,Toyota Voxy,Automatic,2000.0,Foreign Used,2016,2199999.0,Toyota,Voxy,8
1616,Toyota Fj Cruiser,Automatic,4000.0,Kenyan Used,2011,3299999.0,Toyota,Fj Cruiser,13
1617,Peugeot 508 1.6L,Automatic,1600.0,Kenyan Used,2013,1429999.0,Peugeot,508 1.6L,11
1618,Mazda Cx5,Automatic,2000.0,Kenyan Used,2014,2349999.0,Mazda,Cx5,10
1619,Nissan Note,Automatic,1200.0,Kenyan Used,2013,689999.0,Nissan,Note,11
1620,Toyota Mark X,Automatic,2500.0,Kenyan Used,2010,1099999.0,Toyota,Mark X,14
1621,Volvo V60 T5,Automatic,2000.0,Foreign Used,2017,2499999.0,Volvo,V60 T5,7
1622,Volkswagen Golf Tsi 1.4L,Automatic,1400.0,Kenyan Used,2015,1749999.0,Volkswagen,Golf Tsi 1.4L,9
1623,Nissan Sylphy,Automatic,1800.0,Kenyan Used,2014,1249999.0,Nissan,Sylphy,10
1624,Mercedes Benz Benz Benz E220D,Automatic,2200.0,Foreign Used,2016,3449999.0,Mercedes Benz,Benz Benz E220D,8
1625,Subaru Forester,Automatic,2000.0,Kenyan Used,2016,2999999.0,Subaru,Forester,8
1626,Mitsubishi Pajero Sport,Automatic,2400.0,Foreign Used,2017,5649999.0,Mitsubishi,Pajero Sport,7
1627,"Toyota Fielder 1.5 ""G""",Automatic,1500.0,Kenyan Used,2016,1889999.0,Toyota,"Fielder 1.5 ""G""",8
1628,Toyota Landcruiser Prado Tx,Automatic,2700.0,Kenyan Used,2014,3649999.0,Toyota,Landcruiser Prado Tx,10
1629,Subaru Forester Xt,Automatic,2000.0,Foreign Used,2016,3499999.0,Subaru,Forester Xt,8
1630,Mazda Demio,Automatic,1500.0,Foreign Used,2016,1249999.0,Mazda,Demio,8
1631,Toyota Premio 1.8L,Automatic,1800.0,Kenyan Used,2012,1349999.0,Toyota,Premio 1.8L,12
1632,Jeep Wrangler,Automatic,3600.0,Foreign Used,2017,5599999.0,Jeep,Wrangler,7
1633,Nissan Sylphy,Automatic,1800.0,Kenyan Used,2016,1189999.0,Nissan,Sylphy,8
1634,Volvo Xc90,Automatic,2000.0,Foreign Used,2017,6599999.0,Volvo,Xc90,7
1635,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2017,2599999.0,Nissan,Xtrail,7
1636,Subaru Outback / Sunroof,Automatic,2500.0,Kenyan Used,2010,1249999.0,Subaru,Outback / Sunroof,14
1637,Toyota Landcruiser Prado Tz-G,Automatic,4000.0,Kenyan Used,2010,3999999.0,Toyota,Landcruiser Prado Tz-G,14
1638,Toyota Probox,Automatic,1500.0,Kenyan Used,2013,989999.0,Toyota,Probox,11
1639,Mazda Cx3,Automatic,1500.0,Kenyan Used,2016,2149999.0,Mazda,Cx3,8
1640,Subaru Levorg 1.6L,Automatic,1600.0,Kenyan Used,2016,1779999.0,Subaru,Levorg 1.6L,8
1641,Bmw 320I 2.2L,Automatic,2200.0,Kenyan Used,2002,629999.0,Bmw,320I 2.2L,22
1642,Audi Q3 2.0T Quattro S-Line,Automatic,2000.0,Kenyan Used,2014,2679999.0,Audi,Q3 2.0T Quattro S-Line,10
1643,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2015,3249999.0,Mercedes Benz,Benz Benz C200,9
1644,Smart Fortwo,Automatic,900.0,Foreign Used,2017,2699999.0,Smart,Fortwo,7
1645,Audi A3,Automatic,1800.0,Kenyan Used,2016,1999999.0,Audi,A3,8
1646,Toyota Landcruiser Prado Vx-L,Automatic,2800.0,Kenyan Used,2016,7499999.0,Toyota,Landcruiser Prado Vx-L,8
1647,Porsche Cayenne,Automatic,2900.0,Kenyan Used,2019,14499999.0,Porsche,Cayenne,5
1648,Mazda Cx5,Automatic,2500.0,Kenyan Used,2016,2649999.0,Mazda,Cx5,8
1649,Mazda Atenza,Automatic,2500.0,Foreign Used,2016,2849999.0,Mazda,Atenza,8
1650,Mazda Axela,Automatic,1500.0,Foreign Used,2016,2199999.0,Mazda,Axela,8
1651,Honda Jade,Automatic,1500.0,Foreign Used,2016,2149999.0,Honda,Jade,8
1652,Subaru Outback,Automatic,2500.0,Foreign Used,2016,3749999.0,Subaru,Outback,8
1653,Ford Kuga Titanium,Automatic,1600.0,Kenyan Used,2014,1199999.0,Ford,Kuga Titanium,10
1654,Nissan Xtrail,Automatic,2000.0,Foreign Used,2016,2999999.0,Nissan,Xtrail,8
1655,"Nissan Xtrail ""Nt32""",Automatic,2000.0,Kenyan Used,2014,1799999.0,Nissan,"Xtrail ""Nt32""",10
1656,Bmw 523I,Automatic,2000.0,Kenyan Used,2014,2399999.0,Bmw,523I,10
1657,"Bmw X6 ""F16"" Xdrive 35I",Automatic,3000.0,Foreign Used,2017,5699999.0,Bmw,"X6 ""F16"" Xdrive 35I",7
1658,Toyota Mark X,Automatic,2500.0,Kenyan Used,2007,859999.0,Toyota,Mark X,17
1659,Volkswagen Touareg Hybrid,Automatic,3000.0,Kenyan Used,2011,2749999.0,Volkswagen,Touareg Hybrid,13
1660,Mazda Cx-5 2.5L Awd,Automatic,2500.0,Foreign Used,2017,3599999.0,Mazda,Cx-5 2.5L Awd,7
1661,Toyota Landcruiser Prado Tx,Automatic,4000.0,Kenyan Used,2006,1999999.0,Toyota,Landcruiser Prado Tx,18
1662,Mazda Cx-5 2.2D,Automatic,2200.0,Foreign Used,2017,3449999.0,Mazda,Cx-5 2.2D,7
1663,Toyota Landcruiser Prado Tx,Automatic,2800.0,Foreign Used,2019,9699999.0,Toyota,Landcruiser Prado Tx,5
1664,Suzuki Swift Sport 1.6,Automatic,1600.0,Foreign Used,2016,1499999.0,Suzuki,Swift Sport 1.6,8
1665,Toyota Voxy,Automatic,2000.0,Foreign Used,2016,2699999.0,Toyota,Voxy,8
1666,Range Rover Classic 3.5L V8,Manual,3500.0,Kenyan Used,1981,1149999.0,Range Rover,Classic 3.5L V8,43
1667,Mazda Cx-5 2.2D Awd,Automatic,2200.0,Foreign Used,2017,3349999.0,Mazda,Cx-5 2.2D Awd,7
1668,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2016,4149999.0,Mercedes Benz,Benz Benz C200,8
1669,Volkswagen Golf 1.4L Tsi,Automatic,1400.0,Foreign Used,2016,1949999.0,Volkswagen,Golf 1.4L Tsi,8
1670,Volkswagen Golf Tsi 1.4L,Automatic,1400.0,Foreign Used,2016,1999999.0,Volkswagen,Golf Tsi 1.4L,8
1671,Land Rover Discovery Iv,Automatic,3000.0,Kenyan Used,2012,3999999.0,Land Rover,Discovery Iv,12
1672,"Jeep Compass ""Mk49""",Automatic,2000.0,Kenyan Used,2016,2799999.0,Jeep,"Compass ""Mk49""",8
1673,Mazda Cx-5 2.2D Awd,Automatic,2200.0,Kenyan Used,2017,3099999.0,Mazda,Cx-5 2.2D Awd,7
1674,Mazda Demio,Automatic,1300.0,Kenyan Used,2014,969999.0,Mazda,Demio,10
1675,Toyota Premio,Automatic,1800.0,Kenyan Used,2009,999999.0,Toyota,Premio,15
1676,Porsche Cayenne 3.0L V6 / Panoramic Sunroof,Automatic,3000.0,Kenyan Used,2013,3999999.0,Porsche,Cayenne 3.0L V6 / Panoramic Sunroof,11
1677,Range Rover Evoque,Automatic,2000.0,Kenyan Used,2013,3349999.0,Range Rover,Evoque,11
1678,Isuzu Frr,Automatic,5200.0,Kenyan Used,2021,5399999.0,Isuzu,Frr,3
1679,Toyota Vitz,Automatic,1300.0,Kenyan Used,2015,1099999.0,Toyota,Vitz,9
1680,"Toyota Landcruiser ""Zx"" / Sunroof/ 8 Seat Occupancy",Automatic,4600.0,Kenyan Used,2016,8899999.0,Toyota,"Landcruiser ""Zx"" / Sunroof/ 8 Seat Occupancy",8
1681,Nissan Skyline,Automatic,2500.0,Kenyan Used,2011,999999.0,Nissan,Skyline,13
1682,Subaru Legacy B4,Automatic,2500.0,Foreign Used,2016,2629999.0,Subaru,Legacy B4,8
1683,Mercedes Benz Benz Benz E250,Automatic,2000.0,Foreign Used,2016,3949999.0,Mercedes Benz,Benz Benz E250,8
1684,Toyota Fielder,Automatic,1500.0,Kenyan Used,2016,1599999.0,Toyota,Fielder,8
1685,Nissan Juke,Automatic,1500.0,Kenyan Used,2014,1349999.0,Nissan,Juke,10
1686,Audi A5,Automatic,2000.0,Foreign Used,2017,4899999.0,Audi,A5,7
1687,Volkswagen Golf R Variant,Automatic,2000.0,Foreign Used,2015,3999999.0,Volkswagen,Golf R Variant,9
1688,Toyota Axio,Automatic,1500.0,Foreign Used,2016,1649999.0,Toyota,Axio,8
1689,Mazda Axela,Automatic,1500.0,Foreign Used,2016,1949999.0,Mazda,Axela,8
1690,Mazda Demio 1.3L,Automatic,1300.0,Foreign Used,2016,1249999.0,Mazda,Demio 1.3L,8
1691,Toyota Porte,Automatic,1500.0,Foreign Used,2015,1160000.0,Toyota,Porte,9
1692,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2014,2949999.0,Mercedes Benz,Benz Benz C200,10
1693,Toyota Fielder 'G',Automatic,1500.0,Foreign Used,2016,1749999.0,Toyota,Fielder 'G',8
1694,Jeep Grand Cherokee 'Trailhawk',Automatic,3600.0,Foreign Used,2017,5399999.0,Jeep,Grand Cherokee 'Trailhawk',7
1695,Jeep Grand Cherokee,Automatic,3600.0,Foreign Used,2016,4899999.0,Jeep,Grand Cherokee,8
1696,Nissan Teana Xl,Automatic,2500.0,Kenyan Used,2015,1369999.0,Nissan,Teana Xl,9
1697,Audi A3,Automatic,1400.0,Foreign Used,2017,2749999.0,Audi,A3,7
1698,Subaru Forester Na / Panoramic Sunroof,Automatic,2000.0,Kenyan Used,2012,1999999.0,Subaru,Forester Na / Panoramic Sunroof,12
1699,Toyota Belta,Automatic,1300.0,Kenyan Used,2008,665000.0,Toyota,Belta,16
1700,Bmw X3 Xdrive 20D M-Sport / Panoramic Sunroof,Automatic,2000.0,Foreign Used,2017,4249999.0,Bmw,X3 Xdrive 20D M-Sport / Panoramic Sunroof,7
1701,Nissan Sylphy,Automatic,1800.0,Foreign Used,2016,1549999.0,Nissan,Sylphy,8
1702,Mazda Axela,Automatic,1500.0,Foreign Used,2016,2099999.0,Mazda,Axela,8
1703,Mazda Demio 1.3L,Automatic,1300.0,Foreign Used,2017,1399999.0,Mazda,Demio 1.3L,7
1704,Bmw X6 Xdrive 35I,Automatic,3000.0,Kenyan Used,2011,3199999.0,Bmw,X6 Xdrive 35I,13
1705,Toyota Harrier,Automatic,2000.0,Foreign Used,2017,3549999.0,Toyota,Harrier,7
1706,Mazda Cx-5 2.2D,Automatic,2200.0,Foreign Used,2017,3099999.0,Mazda,Cx-5 2.2D,7
1707,Mazda Cx-5 2.2D,Automatic,2200.0,Foreign Used,2016,2599999.0,Mazda,Cx-5 2.2D,8
1708,Toyota Harrier Premium,Automatic,2000.0,Foreign Used,2016,3599999.0,Toyota,Harrier Premium,8
1709,"Toyota Landcruiser ""Zx"" 200 Series 4.6L V8",Automatic,4600.0,Foreign Used,2017,11999999.0,Toyota,"Landcruiser ""Zx"" 200 Series 4.6L V8",7
1710,Volvo Xc60,Automatic,2000.0,Foreign Used,2016,3099999.0,Volvo,Xc60,8
1711,Ford Ranger,Automatic,3200.0,Foreign Used,2017,5849999.0,Ford,Ranger,7
1712,Toyota Hilux D Cab,Automatic,2500.0,Foreign Used,2016,5399999.0,Toyota,Hilux D Cab,8
1713,Audi A6 2.0L Quattro C7.5,Automatic,2000.0,Foreign Used,2017,3949999.0,Audi,A6 2.0L Quattro C7.5,7
1714,Toyota Vitz,Automatic,1300.0,Foreign Used,2017,1399999.0,Toyota,Vitz,7
1715,Nissan Elgrand,Automatic,2500.0,Foreign Used,2016,2449999.0,Nissan,Elgrand,8
1716,Audi Q7 2.0T Quattro,Automatic,2000.0,Foreign Used,2016,5949999.0,Audi,Q7 2.0T Quattro,8
1717,Audi A5,Automatic,2000.0,Foreign Used,2017,4549999.0,Audi,A5,7
1718,Toyota Landcruiser 200 Series 4.6L V8,Automatic,4600.0,Kenyan Used,2010,7499999.0,Toyota,Landcruiser 200 Series 4.6L V8,14
1719,Mazda Demio 1.3L,Automatic,1300.0,Foreign Used,2016,1299999.0,Mazda,Demio 1.3L,8
1720,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2016,4199999.0,Mercedes Benz,Benz Benz C200,8
1721,Toyota Landcruiser Prado Tx / Sunroof / 7 Seater,Automatic,2700.0,Kenyan Used,2015,4649999.0,Toyota,Landcruiser Prado Tx / Sunroof / 7 Seater,9
1722,Subaru Forester,Automatic,2000.0,Kenyan Used,2014,2349999.0,Subaru,Forester,10
1723,Peugeot 208,Automatic,1200.0,Foreign Used,2017,1269999.0,Peugeot,208,7
1724,Volkswagen Tiguan,Automatic,1400.0,Kenyan Used,2014,2249999.0,Volkswagen,Tiguan,10
1725,Volkswagen Golf Tsi 1.2L,Automatic,1200.0,Kenyan Used,2015,1699999.0,Volkswagen,Golf Tsi 1.2L,9
1726,Volkswagen Golf 2.0L Fsi,Automatic,2000.0,Kenyan Used,2003,599999.0,Volkswagen,Golf 2.0L Fsi,21
1727,Volkswagen Golf Variant 1.4L Tsi,Automatic,1400.0,Foreign Used,2016,1999999.0,Volkswagen,Golf Variant 1.4L Tsi,8
1728,Mazda Cx-5 2.5L,Automatic,2500.0,Foreign Used,2017,3699999.0,Mazda,Cx-5 2.5L,7
1729,Mazda Cx-5 2.2D,Automatic,2200.0,Foreign Used,2017,3249999.0,Mazda,Cx-5 2.2D,7
1730,Volkswagen Passat Variant 1.4L,Automatic,1400.0,Foreign Used,2016,2199999.0,Volkswagen,Passat Variant 1.4L,8
1731,Toyota Wish,Automatic,1800.0,Foreign Used,2016,2499999.0,Toyota,Wish,8
1732,Porsche Cayenne 3.0L V6,Automatic,3000.0,Kenyan Used,2013,3949999.0,Porsche,Cayenne 3.0L V6,11
1733,Mitsubishi Galant Gdi,Automatic,2000.0,Kenyan Used,1998,275000.0,Mitsubishi,Galant Gdi,26
1734,Toyota Crown Athlete / Sunroof,Automatic,2500.0,Kenyan Used,2013,1849999.0,Toyota,Crown Athlete / Sunroof,11
1735,Nissan Bluebird,Automatic,2000.0,Kenyan Used,2009,749999.0,Nissan,Bluebird,15
1736,Land Rover Discovery Iv / 3-Zone Sunroof,Automatic,3000.0,Kenyan Used,2015,5499999.0,Land Rover,Discovery Iv / 3-Zone Sunroof,9
1737,Toyota Camry,Automatic,2500.0,Kenyan Used,2014,1699999.0,Toyota,Camry,10
1738,Audi A6 Quattro C7.5,Automatic,2000.0,Foreign Used,2016,3299999.0,Audi,A6 Quattro C7.5,8
1739,Audi A5 2.0T Quattro S-Line,Automatic,2000.0,Foreign Used,2016,3549999.0,Audi,A5 2.0T Quattro S-Line,8
1740,Mercedes Benz Benz Benz C200,Automatic,1800.0,Kenyan Used,2010,1549999.0,Mercedes Benz,Benz Benz C200,14
1741,Mazda Demio 1.5L,Automatic,1500.0,Foreign Used,2017,1449999.0,Mazda,Demio 1.5L,7
1742,Mazda Axela,Automatic,1500.0,Kenyan Used,2014,1499999.0,Mazda,Axela,10
1743,Volvo Xc60 D4 / Pano Sunroof,Automatic,2000.0,Foreign Used,2019,6499999.0,Volvo,Xc60 D4 / Pano Sunroof,5
1744,Mazda Cx-5 2.2D Awd / Sunroof,Automatic,2200.0,Foreign Used,2017,3849999.0,Mazda,Cx-5 2.2D Awd / Sunroof,7
1745,Toyota Corolla G-Touring,Automatic,1600.0,Kenyan Used,1998,449999.0,Toyota,Corolla G-Touring,26
1746,Toyota Passo,Automatic,1000.0,Foreign Used,2016,1149999.0,Toyota,Passo,8
1747,Toyota Landcruiser Prado Gdj150 / Sunroof,Automatic,2800.0,Kenyan Used,2015,5499999.0,Toyota,Landcruiser Prado Gdj150 / Sunroof,9
1748,Bmw  X3 Xdrive 20D M-Sport,Automatic,2000.0,Foreign Used,2016,4149999.0,Bmw, X3 Xdrive 20D M-Sport,8
1749,"Volvo Xc60 T5 ""Inscription"" Awd",Automatic,2000.0,Foreign Used,2016,4349999.0,Volvo,"Xc60 T5 ""Inscription"" Awd",8
1750,Lexus Nx200T,Automatic,2000.0,Kenyan Used,2016,4999999.0,Lexus,Nx200T,8
1751,Mercedes Benz Benz Benz E350 / Sunroof,Automatic,3500.0,Kenyan Used,2012,2949999.0,Mercedes Benz,Benz Benz E350 / Sunroof,12
1752,"Nissan Patrol Nismo ""Y62""  / Sunroof",Automatic,5600.0,Kenyan Used,2016,8599999.0,Nissan,"Patrol Nismo ""Y62""  / Sunroof",8
1753,Range Rover Sport Autobiography 5.0L V8 Supercharged / Pano Sunroof,Automatic,5000.0,Kenyan Used,2013,7999999.0,Range Rover,Sport Autobiography 5.0L V8 Supercharged / Pano Sunroof,11
1754,Land Rover Defender 110,Manual,2500.0,Kenyan Used,2011,4099999.0,Land Rover,Defender 110,13
1755,Peugeot 2008 / Moonroof,Automatic,1200.0,Foreign Used,2017,2099999.0,Peugeot,2008 / Moonroof,7
1756,Peugeot 508 / Moonroof,Automatic,1600.0,Foreign Used,2017,2479999.0,Peugeot,508 / Moonroof,7
1757,Volvo Xc60 D4 / Sunroof,Automatic,2000.0,Foreign Used,2016,3849999.0,Volvo,Xc60 D4 / Sunroof,8
1758,Toyota Succeed,Automatic,1500.0,Foreign Used,2016,1299999.0,Toyota,Succeed,8
1759,Mazda Demio 1.3L,Automatic,1300.0,Foreign Used,2017,1299999.0,Mazda,Demio 1.3L,7
1760,Audi Sq5 3.0L (Tfsi) Quattro,Automatic,3000.0,Foreign Used,2017,6899999.0,Audi,Sq5 3.0L (Tfsi) Quattro,7
1761,Nissan Patrol Le 'Y62'  5.6L V8 / Sunroof,Automatic,5600.0,Foreign Used,2016,8499999.0,Nissan,Patrol Le 'Y62'  5.6L V8 / Sunroof,8
1762,Toyota Landcruiser 4.5L V8,Automatic,4500.0,Foreign Used,2014,8499999.0,Toyota,Landcruiser 4.5L V8,10
1763,Mazda Cx-5 2.2D,Automatic,2200.0,Foreign Used,2016,2649999.0,Mazda,Cx-5 2.2D,8
1764,Lexus Rx450H / Sunroof,Automatic,3500.0,Foreign Used,2016,7199999.0,Lexus,Rx450H / Sunroof,8
