,Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price,Make,Model,Car_Age
1276,Volkswagen Golf Gti,Automatic,2000.0,Foreign Used,2017,3099999.0,Volkswagen,Golf Gti,7
1277,Toyota Crown,Automatic,2500.0,Kenyan Used,2014,1999999.0,Toyota,Crown,10
1278,Range Rover Vogue,Automatic,3000.0,Foreign Used,2019,16999999.0,Range Rover,Vogue,5
1279,Volkswagen Arteon,Automatic,2000.0,Foreign Used,2017,4849999.0,Volkswagen,Arteon,7
1280,Nissan Dayz,Automatic,660.0,Foreign Used,2017,829999.0,Nissan,Dayz,7
1281,Mazda Atenza,Automatic,2000.0,Foreign Used,2016,2599999.0,Mazda,Atenza,8
1282,Toyota Auris,Automatic,1500.0,Kenyan Used,2012,1149999.0,Toyota,Auris,12
1283,Toyota Axio,Automatic,1500.0,Foreign Used,2017,1999999.0,Toyota,Axio,7
1284,Nissan Lafesta,Automatic,2000.0,Kenyan Used,2014,949999.0,Nissan,Lafesta,10
1285,Kia Sportage,Automatic,2000.0,Kenyan Used,2007,979999.0,Kia,Sportage,17
1286,Nissan Fuga,Automatic,2500.0,Kenyan Used,2011,1249999.0,Nissan,Fuga,13
1287,Nissan Xtrail,Automatic,2000.0,Foreign Used,2016,2399999.0,Nissan,Xtrail,8
1288,Toyota Vitz,Automatic,1000.0,Kenyan Used,2009,595000.0,Toyota,Vitz,15
1289,Subaru Wrx S4,Automatic,2000.0,Kenyan Used,2014,2399999.0,Subaru,Wrx S4,10
1290,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2015,3599999.0,Mercedes Benz,Benz Benz C200,9
1291,Ford Ranger,Automatic,2200.0,Kenyan Used,2016,4299999.0,Ford,Ranger,8
1292,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2016,2349999.0,Nissan,Xtrail,8
1293,Toyota Hiace,Automatic,2700.0,Kenyan Used,2016,2449999.0,Toyota,Hiace,8
1294,Toyota Harrier,Automatic,2000.0,Kenyan Used,2014,2949999.0,Toyota,Harrier,10
1295,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2015,3549999.0,Mercedes Benz,Benz Benz C200,9
1296,Mercedes Benz Benz Benz Gle,Automatic,3000.0,Foreign Used,2017,9499999.0,Mercedes Benz,Benz Benz Gle,7
1297,Toyota Landcruiser Prado,Automatic,2700.0,Kenyan Used,2017,4999999.0,Toyota,Landcruiser Prado,7
1298,Range Rover Vogue,Automatic,3000.0,Kenyan Used,2013,9899999.0,Range Rover,Vogue,11
1299,Toyota Landcruiser Prado Vx,Automatic,3000.0,Kenyan Used,2015,6299999.0,Toyota,Landcruiser Prado Vx,9
1300,Mercedes Benz Benz Benz E250,Automatic,1800.0,Kenyan Used,2011,2499999.0,Mercedes Benz,Benz Benz E250,13
1301,Mazda Demio,Automatic,1500.0,Foreign Used,2017,1429999.0,Mazda,Demio,7
1302,Honda Fit,Automatic,1300.0,Kenyan Used,2008,579000.0,Honda,Fit,16
1303,Mitsubishi Outlander,Automatic,2000.0,Kenyan Used,2015,2499999.0,Mitsubishi,Outlander,9
1304,Nissan Nv100 Clipper,Automatic,660.0,Kenyan Used,2015,599999.0,Nissan,Nv100 Clipper,9
1305,Volkswagen Passat Cc,Automatic,1800.0,Kenyan Used,2013,999999.0,Volkswagen,Passat Cc,11
1306,Nissan Note E Power,Automatic,1200.0,Foreign Used,2017,1329999.0,Nissan,Note E Power,7
1307,Subaru Legacy,Automatic,2000.0,Kenyan Used,2005,719999.0,Subaru,Legacy,19
1308,Subaru Forester Xt,Automatic,2000.0,Kenyan Used,2013,2499999.0,Subaru,Forester Xt,11
1309,Mercedes Benz Benz Benz Viano,Automatic,2143.0,Kenyan Used,2013,2949999.0,Mercedes Benz,Benz Benz Viano,11
1310,Mazda Cx5,Automatic,2200.0,Foreign Used,2017,3599999.0,Mazda,Cx5,7
1311,Porsche Cayenne,Automatic,3600.0,Kenyan Used,2009,1899999.0,Porsche,Cayenne,15
1312,Land Rover Discovery Iv,Automatic,3000.0,Kenyan Used,2013,4499999.0,Land Rover,Discovery Iv,11
1313,Mercedes Benz Benz Benz C300,Automatic,2000.0,Kenyan Used,2019,4499999.0,Mercedes Benz,Benz Benz C300,5
1314,Mazda Cx5,Automatic,2000.0,Kenyan Used,2015,2349999.0,Mazda,Cx5,9
1315,Nissan Note,Automatic,1200.0,Foreign Used,2017,1269999.0,Nissan,Note,7
1316,Honda Vezel,Automatic,1500.0,Kenyan Used,2015,2549999.0,Honda,Vezel,9
1317,Toyota Auris,Automatic,1500.0,Kenyan Used,2012,829999.0,Toyota,Auris,12
1318,Jeep Grand Cherokee,Automatic,3600.0,Kenyan Used,2012,3299999.0,Jeep,Grand Cherokee,12
1319,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2015,2199999.0,Nissan,Xtrail,9
1320,Bmw 320I,Automatic,2000.0,Kenyan Used,2015,2249999.0,Bmw,320I,9
1321,Range Rover Vogue,Automatic,4400.0,Foreign Used,2014,9449999.0,Range Rover,Vogue,10
1322,Suzuki Swift,Automatic,1200.0,Kenyan Used,2012,729999.0,Suzuki,Swift,12
1323,Subaru Outback,Automatic,2500.0,Kenyan Used,2015,2699999.0,Subaru,Outback,9
1324,Nissan Note E Power,Automatic,1200.0,Foreign Used,2017,1269999.0,Nissan,Note E Power,7
1325,Toyota Mark X Zio,Automatic,2400.0,Kenyan Used,2012,1199999.0,Toyota,Mark X Zio,12
1326,Mercedes Benz Benz Benz Gle 350D,Automatic,3000.0,Kenyan Used,2015,5799999.0,Mercedes Benz,Benz Benz Gle 350D,9
1327,Honda Fit,Automatic,1300.0,Foreign Used,2017,1479999.0,Honda,Fit,7
1328,Toyota Axio,Automatic,1500.0,Kenyan Used,2015,1499999.0,Toyota,Axio,9
1329,Subaru Forester,Automatic,2000.0,Kenyan Used,2012,1599999.0,Subaru,Forester,12
1330,Toyota Hiace,Automatic,2700.0,Kenyan Used,2012,2249999.0,Toyota,Hiace,12
1331,Nissan Note,Automatic,1200.0,Foreign Used,2017,1299999.0,Nissan,Note,7
1332,Audi A5,Automatic,2000.0,Foreign Used,2017,3799999.0,Audi,A5,7
1333,Toyota Auris,Automatic,1500.0,Kenyan Used,2013,1299999.0,Toyota,Auris,11
1334,Subaru Outback,Automatic,2500.0,Kenyan Used,2022,7699999.0,Subaru,Outback,2
1335,Peugeot 208,Automatic,1200.0,Foreign Used,2017,1279999.0,Peugeot,208,7
1336,Toyota Auris,Automatic,1500.0,Kenyan Used,2012,1189999.0,Toyota,Auris,12
1337,Hyundai Hd65,Manual,3600.0,Kenyan Used,2019,3199999.0,Hyundai,Hd65,5
1338,Honda Cr Z,Automatic,1500.0,Kenyan Used,2015,1399999.0,Honda,Cr Z,9
1339,Bmw 320I,Automatic,2000.0,Kenyan Used,2008,969999.0,Bmw,320I,16
1340,Bmw 520I,Automatic,2000.0,Kenyan Used,2012,1799999.0,Bmw,520I,12
1341,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2014,3049999.0,Mercedes Benz,Benz Benz C200,10
1342,Toyota Fielder Hybrid,Automatic,1500.0,Kenyan Used,2015,1429999.0,Toyota,Fielder Hybrid,9
1343,Daihatsu Begu,Automatic,1500.0,Kenyan Used,2014,1499999.0,Daihatsu,Begu,10
1344,Volvo Xc60,Automatic,2000.0,Foreign Used,2018,5599999.0,Volvo,Xc60,6
1345,Volkswagen Tiguan,Automatic,1400.0,Kenyan Used,2017,3999999.0,Volkswagen,Tiguan,7
1346,Renault Megane,Automatic,1600.0,Foreign Used,2017,2299999.0,Renault,Megane,7
1347,Lexus Ls460,Automatic,4600.0,Kenyan Used,2014,4899999.0,Lexus,Ls460,10
1348,Land Rover Discovery V,Automatic,3000.0,Kenyan Used,2017,9999999.0,Land Rover,Discovery V,7
1349,Daihatsu Mira,Automatic,660.0,Foreign Used,2017,879999.0,Daihatsu,Mira,7
1350,Bmw 116I,Automatic,1600.0,Kenyan Used,2014,1499999.0,Bmw,116I,10
1351,Volkswagen Passat,Automatic,1800.0,Kenyan Used,2012,1689999.0,Volkswagen,Passat,12
1352,Toyota Hilux Surf,Automatic,2700.0,Kenyan Used,2004,1099999.0,Toyota,Hilux Surf,20
1353,Toyota Carina,Manual,2000.0,Kenyan Used,1998,419999.0,Toyota,Carina,26
1354,Mazda Cx5,Automatic,2000.0,Foreign Used,2016,2649999.0,Mazda,Cx5,8
1355,Subaru Outback,Automatic,2500.0,Kenyan Used,2017,3449999.0,Subaru,Outback,7
1356,Range Rover Vogue,Automatic,4400.0,Kenyan Used,2008,3499999.0,Range Rover,Vogue,16
1357,Suzuki Swift,Automatic,1200.0,Foreign Used,2017,1299999.0,Suzuki,Swift,7
1358,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2016,2999999.0,Mercedes Benz,Benz Benz C200,8
1359,Mercedes Benz Benz Benz C250,Automatic,2143.0,Kenyan Used,2013,2299999.0,Mercedes Benz,Benz Benz C250,11
1360,Ford Ranger,Automatic,3200.0,Kenyan Used,2015,4999999.0,Ford,Ranger,9
1361,Honda Freed,Automatic,1500.0,Foreign Used,2015,1299999.0,Honda,Freed,9
1362,Volvo V60,Automatic,1600.0,Foreign Used,2016,2049999.0,Volvo,V60,8
1363,Subaru Forester,Automatic,2000.0,Foreign Used,2016,3049999.0,Subaru,Forester,8
1364,Nissan Note,Automatic,1200.0,Kenyan Used,2016,1189999.0,Nissan,Note,8
1365,Suzuki Swift,Automatic,1200.0,Kenyan Used,2014,789999.0,Suzuki,Swift,10
1366,Toyota Mark X,Automatic,2500.0,Kenyan Used,2012,1399999.0,Toyota,Mark X,12
1367,Subaru Impreza,Manual,1500.0,Kenyan Used,2009,799999.0,Subaru,Impreza,15
1368,Lexus Nx200T,Automatic,2000.0,Kenyan Used,2016,3799999.0,Lexus,Nx200T,8
1369,Subaru Levorg,Automatic,2000.0,Kenyan Used,2016,2199999.0,Subaru,Levorg,8
1370,Audi A5,Automatic,2000.0,Kenyan Used,2015,2599999.0,Audi,A5,9
1371,Volvo Xc60,Automatic,2000.0,Foreign Used,2017,5699999.0,Volvo,Xc60,7
1372,Mitsubishi Outlander,Automatic,2400.0,Kenyan Used,2014,2249999.0,Mitsubishi,Outlander,10
1373,Volkswagen Passat,Automatic,1800.0,Kenyan Used,2011,979999.0,Volkswagen,Passat,13
1374,Toyota Axio,Automatic,1500.0,Kenyan Used,2009,899999.0,Toyota,Axio,15
1375,Nissan Note,Automatic,1200.0,Foreign Used,2017,1229999.0,Nissan,Note,7
1376,Toyota Isis,Automatic,1800.0,Kenyan Used,2011,889999.0,Toyota,Isis,13
1377,Nissan Pino,Automatic,660.0,Kenyan Used,2009,409999.0,Nissan,Pino,15
1378,Toyota Vitz,Automatic,1300.0,Kenyan Used,2012,709999.0,Toyota,Vitz,12
1379,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2012,1479999.0,Nissan,Xtrail,12
1380,Volkswagen Golf Gti,Automatic,2000.0,Foreign Used,2018,3499999.0,Volkswagen,Golf Gti,6
1381,Toyota Runx,Automatic,1500.0,Kenyan Used,2002,599999.0,Toyota,Runx,22
1382,Toyota Harrier,Automatic,2500.0,Foreign Used,2017,4499999.0,Toyota,Harrier,7
1383,Mercedes Benz Benz Benz Gla 45,Automatic,2000.0,Kenyan Used,2015,5449999.0,Mercedes Benz,Benz Benz Gla 45,9
1384,Toyota Harrier,Automatic,2400.0,Kenyan Used,2004,999999.0,Toyota,Harrier,20
1385,Mercedes Benz Benz Benz C200,Automatic,1800.0,Kenyan Used,2013,2099999.0,Mercedes Benz,Benz Benz C200,11
1386,Toyota Allion,Automatic,1800.0,Kenyan Used,2006,769999.0,Toyota,Allion,18
1387,Honda Fit,Automatic,1300.0,Kenyan Used,2011,729999.0,Honda,Fit,13
1388,Subaru Forester Xt,Automatic,2000.0,Kenyan Used,2017,3399999.0,Subaru,Forester Xt,7
1389,Toyota Passo,Automatic,1000.0,Kenyan Used,2016,999999.0,Toyota,Passo,8
1390,Toyota Hilux,Manual,2500.0,Kenyan Used,2015,3799999.0,Toyota,Hilux,9
1391,Ford Ranger,Manual,2200.0,Kenyan Used,2011,1599999.0,Ford,Ranger,13
1392,Ford Ranger,Manual,3200.0,Kenyan Used,2023,4499999.0,Ford,Ranger,1
1393,Mitsubishi Galant Fortis,Automatic,2000.0,Kenyan Used,2011,1249999.0,Mitsubishi,Galant Fortis,13
1394,Toyota Vanguard,Automatic,2400.0,Kenyan Used,2011,1749999.0,Toyota,Vanguard,13
1395,Subaru Forester Xt,Automatic,2000.0,Kenyan Used,2013,1949999.0,Subaru,Forester Xt,11
1396,Mercedes Benz Benz Benz C200,Automatic,1800.0,Kenyan Used,2013,2169999.0,Mercedes Benz,Benz Benz C200,11
1397,Suzuki Alto,Automatic,660.0,Kenyan Used,2017,859999.0,Suzuki,Alto,7
1398,Nissan Xtrail,Automatic,2000.0,Foreign Used,2017,2699999.0,Nissan,Xtrail,7
1399,Porsche Cayenne,Automatic,3600.0,Kenyan Used,2014,4599999.0,Porsche,Cayenne,10
1400,Toyota Vanguard,Automatic,2400.0,Kenyan Used,2013,1999999.0,Toyota,Vanguard,11
1401,Volkswagen Tiguan,Automatic,2000.0,Kenyan Used,2016,3379999.0,Volkswagen,Tiguan,8
1402,Toyota Hilux,Automatic,2500.0,Kenyan Used,2021,3599999.0,Toyota,Hilux,3
1403,Toyota Fielder,Automatic,1500.0,Kenyan Used,2016,1549999.0,Toyota,Fielder,8
1404,Subaru Impreza,Automatic,1600.0,Kenyan Used,2015,1469999.0,Subaru,Impreza,9
1405,Toyota Crown,Automatic,2500.0,Kenyan Used,2007,769000.0,Toyota,Crown,17
1406,Toyota Hilux,Manual,2500.0,Kenyan Used,2012,2349999.0,Toyota,Hilux,12
1407,Nissan Sunny B15,Automatic,1500.0,Kenyan Used,2002,399999.0,Nissan,Sunny B15,22
1408,Subaru Forester Xt,Automatic,2000.0,Kenyan Used,2014,2489999.0,Subaru,Forester Xt,10
1409,Toyota Mark X,Automatic,2500.0,Kenyan Used,2014,1849999.0,Toyota,Mark X,10
1410,Mazda Cx3,Automatic,1500.0,Kenyan Used,2016,1789999.0,Mazda,Cx3,8
1411,Nissan Note,Automatic,1200.0,Kenyan Used,2011,694999.0,Nissan,Note,13
1412,Mercedes Benz Benz Benz E43,Automatic,3000.0,Foreign Used,2017,6999999.0,Mercedes Benz,Benz Benz E43,7
1413,Mini Cooper,Automatic,2000.0,Foreign Used,2017,3299999.0,Mini,Cooper,7
1414,Land Rover Defender 110,Automatic,3000.0,Kenyan Used,2021,18999999.0,Land Rover,Defender 110,3
1415,Volvo Xc60 T5,Automatic,2000.0,Kenyan Used,2012,1699999.0,Volvo,Xc60 T5,12
1416,Lexus Rx450H,Automatic,3500.0,Kenyan Used,2009,1959999.0,Lexus,Rx450H,15
1417,Volvo V60 T6,Automatic,2000.0,Kenyan Used,2014,1799999.0,Volvo,V60 T6,10
1418,Toyota Fortuner,Automatic,3000.0,Kenyan Used,2008,1799999.0,Toyota,Fortuner,16
1419,Bmw 320I,Automatic,2000.0,Kenyan Used,2015,2449999.0,Bmw,320I,9
1420,Toyota Mark X,Automatic,2500.0,Kenyan Used,2016,1879999.0,Toyota,Mark X,8
1421,Bmw 530I,Automatic,2000.0,Foreign Used,2017,4499999.0,Bmw,530I,7
1422,Mercedes Benz Benz Benz C200 Avantgarde,Automatic,1800.0,Kenyan Used,2012,2199999.0,Mercedes Benz,Benz Benz C200 Avantgarde,12
1423,Toyota Landcruiser Prado J120,Automatic,2700.0,Kenyan Used,2008,2249999.0,Toyota,Landcruiser Prado J120,16
1424,Lexus Rx200T,Automatic,2000.0,Foreign Used,2017,6299999.0,Lexus,Rx200T,7
1425,Peugeot 208,Automatic,1200.0,Foreign Used,2017,1249999.0,Peugeot,208,7
1426,Nissan Xtrail,Automatic,2000.0,Foreign Used,2016,2749999.0,Nissan,Xtrail,8
1427,Audi A7,Automatic,2000.0,Foreign Used,2017,4499999.0,Audi,A7,7
1428,Mazda Cx5,Automatic,2000.0,Kenyan Used,2014,2299999.0,Mazda,Cx5,10
1429,Toyota Axio,Automatic,1500.0,Kenyan Used,2013,1299999.0,Toyota,Axio,11
1430,Mazda Cx5,Automatic,2000.0,Kenyan Used,2015,2449999.0,Mazda,Cx5,9
1431,Renault Lutecia Trophy,Automatic,1600.0,Foreign Used,2016,1749999.0,Renault,Lutecia Trophy,8
1432,Lexus Rx270,Automatic,2700.0,Kenyan Used,2010,2199999.0,Lexus,Rx270,14
1433,Mazda Cx3,Automatic,1500.0,Kenyan Used,2016,1799999.0,Mazda,Cx3,8
1434,Nissan Sunny B15,Automatic,1500.0,Kenyan Used,2002,469999.0,Nissan,Sunny B15,22
1435,Nissan Tiida,Automatic,1500.0,Kenyan Used,2012,749999.0,Nissan,Tiida,12
1436,Subaru Outback,Automatic,2500.0,Kenyan Used,2009,1399999.0,Subaru,Outback,15
1437,Toyota Landcruiser Prado Tx,Automatic,2700.0,Kenyan Used,2015,4549999.0,Toyota,Landcruiser Prado Tx,9
1438,Toyota Spade,Automatic,1500.0,Kenyan Used,2014,1189999.0,Toyota,Spade,10
1439,Toyota Noah,Automatic,2000.0,Kenyan Used,2014,1599999.0,Toyota,Noah,10
1440,Volvo S60,Automatic,1600.0,Foreign Used,2017,2399999.0,Volvo,S60,7
1441,Subaru Forester,Automatic,2000.0,Foreign Used,2017,2999999.0,Subaru,Forester,7
1442,Toyota Harrier,Automatic,2000.0,Kenyan Used,2016,3249999.0,Toyota,Harrier,8
1443,Volkswagen Golf Variant Gti,Automatic,2000.0,Kenyan Used,2008,729999.0,Volkswagen,Golf Variant Gti,16
1444,Nissan Np300 Hardbody,Automatic,3000.0,Kenyan Used,2004,719999.0,Nissan,Np300 Hardbody,20
1445,Mercedes Benz Benz Benz E250,Automatic,2000.0,Foreign Used,2016,5799999.0,Mercedes Benz,Benz Benz E250,8
1446,Mazda Axela,Automatic,2200.0,Foreign Used,2016,1949999.0,Mazda,Axela,8
1447,Toyota Landcruiser Prado Tx,Automatic,2800.0,Foreign Used,2018,7799999.0,Toyota,Landcruiser Prado Tx,6
1448,Toyota Premio 260,Automatic,2000.0,Foreign Used,2016,2199999.0,Toyota,Premio 260,8
1449,Toyota Harrier,Automatic,2000.0,Kenyan Used,2016,3449999.0,Toyota,Harrier,8
1450,Mitsubishi Rvr,Automatic,1800.0,Foreign Used,2017,2549999.0,Mitsubishi,Rvr,7
1451,Mazda Axela,Automatic,1500.0,Kenyan Used,2014,1449999.0,Mazda,Axela,10
1452,Toyota Vitz Jewela,Automatic,1300.0,Kenyan Used,2016,1199999.0,Toyota,Vitz Jewela,8
1453,Toyota Roomy,Automatic,1000.0,Foreign Used,2016,1299999.0,Toyota,Roomy,8
1454,Volkswagen Touareg,Automatic,3600.0,Kenyan Used,2008,1749999.0,Volkswagen,Touareg,16
1455,Toyota Landcruiser Prado Tx,Automatic,2700.0,Kenyan Used,2013,3499999.0,Toyota,Landcruiser Prado Tx,11
1456,Audi Q3 2.0T Quattro,Automatic,2000.0,Kenyan Used,2014,2649999.0,Audi,Q3 2.0T Quattro,10
1457,Jeep Cherokee Limited 3.2L V6,Automatic,3200.0,Kenyan Used,2015,3849999.0,Jeep,Cherokee Limited 3.2L V6,9
1458,Mercedes Benz Benz Benz E200,Automatic,2000.0,Foreign Used,2016,5199999.0,Mercedes Benz,Benz Benz E200,8
1459,Mitsubishi Colt,Automatic,1300.0,Kenyan Used,2008,669999.0,Mitsubishi,Colt,16
1460,Mercedes Benz Benz Benz Slk 200 Wald,Automatic,1800.0,Kenyan Used,2013,4499999.0,Mercedes Benz,Benz Benz Slk 200 Wald,11
1461,Volkswagen Arteon,Automatic,2000.0,Foreign Used,2018,4899999.0,Volkswagen,Arteon,6
1462,Mitsubishi Lancer Ralliart,Automatic,2000.0,Kenyan Used,2009,979999.0,Mitsubishi,Lancer Ralliart,15
1463,Volvo V60 T3,Automatic,1600.0,Foreign Used,2016,2349999.0,Volvo,V60 T3,8
1464,Subaru Exiga,Automatic,2000.0,Kenyan Used,2010,749999.0,Subaru,Exiga,14
1465,Range Rover Vogue 3.0 Tdv6,Automatic,3000.0,Kenyan Used,2015,9699999.0,Range Rover,Vogue 3.0 Tdv6,9
1466,Mitsubishi Outlander,Automatic,2000.0,Foreign Used,2017,3499999.0,Mitsubishi,Outlander,7
1467,Land Rover Defender 110,Automatic,2500.0,Kenyan Used,1990,1699999.0,Land Rover,Defender 110,34
1468,Honda Fit Shuttle Hybrid,Automatic,1500.0,Kenyan Used,2013,969999.0,Honda,Fit Shuttle Hybrid,11
1469,Toyota Auris Hybrid,Automatic,1800.0,Foreign Used,2017,1979999.0,Toyota,Auris Hybrid,7
1470,Mazda Cx5,Automatic,2500.0,Foreign Used,2017,3649999.0,Mazda,Cx5,7
1471,Bmw 320I Luxury,Automatic,2000.0,Kenyan Used,2015,2299999.0,Bmw,320I Luxury,9
1472,Nissan Np300 Hardbody,Automatic,3000.0,Kenyan Used,2006,549999.0,Nissan,Np300 Hardbody,18
1473,Mercedes Benz Benz Benz C180,Automatic,1800.0,Kenyan Used,1998,529999.0,Mercedes Benz,Benz Benz C180,26
1474,Mazda Cx5,Automatic,2500.0,Foreign Used,2017,3299999.0,Mazda,Cx5,7
1475,Mercedes Benz Benz Benz Ml 320,Automatic,3200.0,Kenyan Used,2002,899999.0,Mercedes Benz,Benz Benz Ml 320,22
1476,Volkswagen Golf R,Automatic,2000.0,Kenyan Used,2015,3349999.0,Volkswagen,Golf R,9
1477,Volkswagen Golf 1.4L Tsi,Automatic,1400.0,Kenyan Used,2014,1799999.0,Volkswagen,Golf 1.4L Tsi,10
1478,Toyota Vitz,Automatic,1300.0,Kenyan Used,2016,1249999.0,Toyota,Vitz,8
1479,Nissan Note,Automatic,1200.0,Kenyan Used,2013,849999.0,Nissan,Note,11
1480,Jeep Cherokee Sport,Automatic,2400.0,Foreign Used,2016,3779999.0,Jeep,Cherokee Sport,8
1481,Toyota Avensis,Automatic,1800.0,Kenyan Used,2012,1199999.0,Toyota,Avensis,12
1482,Toyota Fielder,Automatic,1800.0,Foreign Used,2016,1749999.0,Toyota,Fielder,8
1483,Toyota Crown Royal Saloon,Automatic,2500.0,Kenyan Used,2011,1249999.0,Toyota,Crown Royal Saloon,13
1484,Nissan March,Automatic,1200.0,Kenyan Used,2014,629999.0,Nissan,March,10
1485,Subaru Forester,Automatic,2000.0,Kenyan Used,2013,1999999.0,Subaru,Forester,11
1486,Peugeot 308,Automatic,1200.0,Foreign Used,2016,2299999.0,Peugeot,308,8
1487,Toyota Allion 1.5L,Automatic,1500.0,Kenyan Used,2009,1199999.0,Toyota,Allion 1.5L,15
1488,Mitsubishi Outlander Phev,Automatic,2000.0,Kenyan Used,2014,2199999.0,Mitsubishi,Outlander Phev,10
1489,Mazda Atenza,Automatic,2200.0,Foreign Used,2017,2849999.0,Mazda,Atenza,7
1490,Volkswagen Tiguan,Automatic,1400.0,Kenyan Used,2014,1949999.0,Volkswagen,Tiguan,10
1491,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2016,3999999.0,Mercedes Benz,Benz Benz C200,8
1492,Nissan March,Automatic,1200.0,Kenyan Used,2013,549999.0,Nissan,March,11
1493,Mercedes Benz Benz Benz C180,Automatic,1600.0,Foreign Used,2017,3349999.0,Mercedes Benz,Benz Benz C180,7
1494,Toyota Harrier,Automatic,2000.0,Foreign Used,2016,3999999.0,Toyota,Harrier,8
1495,Toyota Vitz,Automatic,1300.0,Kenyan Used,2009,649999.0,Toyota,Vitz,15
1496,Mazda Demio,Automatic,1300.0,Kenyan Used,2014,889999.0,Mazda,Demio,10
1497,Mitsubishi Colt,Manual,1500.0,Kenyan Used,2011,989999.0,Mitsubishi,Colt,13
1498,Nissan Note Dig-S,Automatic,1200.0,Kenyan Used,2013,899999.0,Nissan,Note Dig-S,11
1499,Toyota Ractis,Automatic,1500.0,Kenyan Used,2014,1349999.0,Toyota,Ractis,10
1500,Mercedes Benz Benz Benz E200,Automatic,2000.0,Foreign Used,2016,5499999.0,Mercedes Benz,Benz Benz E200,8
1501,Toyota Kluger,Automatic,3500.0,Foreign Used,2018,4799999.0,Toyota,Kluger,6
1502,Range Rover Sport,Automatic,3000.0,Foreign Used,2016,8499999.0,Range Rover,Sport,8
1503,Jeep Grand Cherokee,Automatic,3600.0,Foreign Used,2016,5499999.0,Jeep,Grand Cherokee,8
1504,Toyota Fortuner,Automatic,2800.0,Foreign Used,2016,5899999.0,Toyota,Fortuner,8
1505,Volkswagen Passat Variant 1.4L,Automatic,1400.0,Kenyan Used,2016,1899999.0,Volkswagen,Passat Variant 1.4L,8
1506,Toyota Mark Ii Regalia,Automatic,2000.0,Kenyan Used,2002,529999.0,Toyota,Mark Ii Regalia,22
1507,Audi Q5,Automatic,2000.0,Foreign Used,2017,5199999.0,Audi,Q5,7
1508,Audi A4 2.0T Quattro,Automatic,2000.0,Kenyan Used,2015,2099999.0,Audi,A4 2.0T Quattro,9
1509,Volvo Xc90,Automatic,2000.0,Foreign Used,2017,7199999.0,Volvo,Xc90,7
1510,Mazda Cx8,Automatic,2200.0,Foreign Used,2017,3899999.0,Mazda,Cx8,7
1511,Nissan Murano 3.5L V6,Automatic,3500.0,Kenyan Used,2011,1199999.0,Nissan,Murano 3.5L V6,13
1512,"Honda Vezel ""Rs"" Hybrid",Automatic,1500.0,Kenyan Used,2016,2199999.0,Honda,"Vezel ""Rs"" Hybrid",8
1513,Mitsubishi Pajero Glx,Manual,2350.0,Kenyan Used,2006,1399999.0,Mitsubishi,Pajero Glx,18
1514,Mazda Cx5,Automatic,2200.0,Foreign Used,2017,3649999.0,Mazda,Cx5,7
1515,Suzuki Swift,Automatic,1200.0,Foreign Used,2016,1199999.0,Suzuki,Swift,8
1516,Toyota Vanguard,Automatic,2400.0,Kenyan Used,2010,1749999.0,Toyota,Vanguard,14
1517,Volkswagen Polo,Automatic,1200.0,Kenyan Used,2012,889999.0,Volkswagen,Polo,12
1518,Nissan Latio,Automatic,1200.0,Kenyan Used,2015,949999.0,Nissan,Latio,9
1519,Jeep Compass,Automatic,2000.0,Kenyan Used,2015,2499999.0,Jeep,Compass,9
1520,Toyota Carina,Manual,1500.0,Kenyan Used,1998,399999.0,Toyota,Carina,26
1521,Ford Ranger 3.2L,Manual,3200.0,Kenyan Used,2014,2999999.0,Ford,Ranger 3.2L,10
1522,Volvo V40 T3,Automatic,1600.0,Kenyan Used,2014,1679999.0,Volvo,V40 T3,10
1523,Toyota Fortuner,Automatic,3000.0,Kenyan Used,2015,4499999.0,Toyota,Fortuner,9
1524,Bmw X1,Automatic,1500.0,Foreign Used,2016,3899999.0,Bmw,X1,8
1525,Audi A3,Automatic,1400.0,Foreign Used,2016,2099999.0,Audi,A3,8
1526,Audi Sq5 3.0T Quattro,Automatic,3000.0,Foreign Used,2016,5099999.0,Audi,Sq5 3.0T Quattro,8
1527,Subaru Outback,Automatic,2500.0,Kenyan Used,2015,2499999.0,Subaru,Outback,9
1528,Volvo Xc60 T5,Automatic,2000.0,Kenyan Used,2011,2149999.0,Volvo,Xc60 T5,13
1529,Toyota Landcruiser Prado Tx,Automatic,2800.0,Foreign Used,2016,7299999.0,Toyota,Landcruiser Prado Tx,8
1530,Subaru Outback,Automatic,2500.0,Foreign Used,2016,3349999.0,Subaru,Outback,8
1531,Jeep Wrangler,Automatic,3600.0,Foreign Used,2016,5299999.0,Jeep,Wrangler,8
1532,Toyota Hiace,Automatic,3000.0,Kenyan Used,2015,2649999.0,Toyota,Hiace,9
1533,Toyota Crown Royal Saloon,Automatic,2500.0,Foreign Used,2016,2999999.0,Toyota,Crown Royal Saloon,8
