Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price
Audi S3,Automatic,2000 CC,Foreign Used,2017,"KES 4,395,000"
Subaru Levorg,Automatic,1600 CC,Foreign Used,2017,"KES 2,582,000"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,590,000"
Suzuki Swift,Automatic,1200 CC,Foreign Used,2017,"KES 1,380,000"
Range Rover Vogue Autobiography,Automatic,5000 CC,Kenyan Used,2014,"KES 9,499,999"
Subaru Impreza,Automatic,1600 CC,Kenyan Used,2012,"KES 1,029,999"
Audi Q5,Automatic,2000 CC,Foreign Used,2018,"KES 4,766,000"
Mazda CX5,Automatic,2200 CC,Foreign Used,2020,"KES 4,599,999"
Subaru Impreza,Automatic,1600 CC,Foreign Used,2017,"KES 2,100,000"
Audi SQ5,Automatic,3000 CC,Foreign Used,2018,"KES 7,299,999"
Mazda Premacy,Automatic,2000 CC,Foreign Used,2017,"KES 1,833,000"
Toyota Axio,Automatic,1500 CC,Kenyan Used,2015,"KES 1,349,999"
Honda CRV,Automatic,2400 CC,Kenyan Used,2012,"KES 1,699,999"
Mazda Axela,Automatic,1500 CC,Kenyan Used,2015,"KES 1,779,999"
Toyota Qualis,Automatic,1500 CC,Kenyan Used,2000,"KES 449,999"
Volkswagen Passat,Automatic,1800 CC,Kenyan Used,2011,"KES 1,099,999"
Honda Fit,Automatic,1300 CC,Kenyan Used,2014,"KES 1,049,999"
Toyota Porte,Automatic,1500 CC,Kenyan Used,2014,"KES 999,999"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2011,"KES 1,599,999"
Mazda Axela,Automatic,1500 CC,Foreign Used,2017,"KES 2,253,000"
Volkswagen Golf TSI,Automatic,1400 CC,Foreign Used,2017,"KES 2,249,999"
Audi RSQ8,Automatic,4000 CC,Foreign Used,2021,"KES 25,200,000"
Volkswagen Scirocco,Automatic,2000 CC,Foreign Used,2018,"KES 4,596,000"
Mercedes Benc A180,Automatic,1600 CC,Foreign Used,2017,"KES 2,499,999"
Mercedes Benz E200,Automatic,2000 CC,Foreign Used,2017,"KES 4,350,000"
Mini Cooper,Automatic,1500 CC,Foreign Used,2016,"KES 3,399,999"
Toyota Landcruiser Prado,Automatic,2700 CC,Kenyan Used,2017,"KES 4,749,999"
Volvo XC60,Automatic,2000 CC,Foreign Used,2019,"KES 5,780,000"
Audi A6,Automatic,3000 CC,Foreign Used,2019,"KES 7,227,000"
Volkswagen Golf GTI,Automatic,2000 CC,Foreign Used,2017,"KES 3,580,000"
Porsche Cayenne S,Automatic,2900 CC,Foreign Used,2022,"KES 17,199,000"
Audi Q5,Automatic,2000 CC,Foreign Used,2017,"KES 4,585,000"
Mercedes Benz GLE 400d,Automatic,2900 CC,Foreign Used,2019,"KES 11,990,000"
Mercedes Benz GLC 63,Automatic,3000 CC,Foreign Used,2019,"KES 9,674,000"
BMW 523d,Automatic,2000 CC,Foreign Used,2017,"KES 4,230,000"
Landrover Discovery V,Automatic,3000 CC,Foreign Used,2017,"KES 8,499,999"
Nissan Note,Automatic,1200 CC,Kenyan Used,2016,"KES 949,999"
Mercedes Benz A180,Automatic,1600 CC,Kenyan Used,2015,"KES 1,699,999"
Volvo XC60,Automatic,2000 CC,Kenyan Used,2019,"KES 6,399,999"
Nissan Xtrail,Automatic,2000 CC,Kenyan Used,2017,"KES 2,299,999"
Range Rover Vogue,Automatic,3000 CC,Foreign Used,2021,"KES 20,800,000"
Range Rover Evoque,Automatic,2000 CC,Foreign Used,2018,"KES 4,999,999"
Landrover Discovery Sport,Automatic,2000 CC,Foreign Used,2018,"KES 5,699,999"
Mercedes Benz E250,Automatic,1800 CC,Kenyan Used,2010,"KES 2,099,999"
Subaru Levorg,Automatic,1600 CC,Foreign Used,2017,"KES 2,490,000"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,320,000"
Lexus NX200T,Automatic,2000 CC,Foreign Used,2017,"KES 4,256,000"
Lexus LX 600,Automatic,3500 CC,Foreign Used,2023,"KES 25,071,000"
Lexus LX 570,Automatic,5700 CC,Foreign Used,2018,"KES 13,450,000"
Subaru Trezia,Automatic,1500 CC,Kenyan Used,2012,"KES 699,999"
Mitsubishi Outlander,Automatic,2000 CC,Foreign Used,2017,"KES 3,699,999"
Volkswagen Tiguan,Automatic,2000 CC,Kenyan Used,2020,"KES 4,399,999"
Mazda Demio,Automatic,1300 CC,Foreign Used,2018,"KES 1,499,999"
Toyota Landcruiser,Automatic,4600 CC,Foreign Used,2018,"KES 10,580,000"
Toyota Landcruiser,Automatic,3300 CC,Foreign Used,2022,"KES 17,500,000"
Range Rover Sport,Automatic,5000 CC,Foreign Used,2021,"KES 21,372,000"
Toyota Landcruiser Prado,Automatic,2700 CC,Foreign Used,2017,"KES 6,430,000"
BMW X5,Automatic,3000 CC,Foreign Used,2019,"KES 9,203,000"
Jaguar F type,Automatic,5000 CC,Foreign Used,2018,"KES 19,398,000"
Jaguar F pace,Automatic,5000 CC,Foreign Used,2019,"KES 12,800,000"
Toyota Premio,Automatic,1800 CC,Foreign Used,2018,"KES 2,303,000"
Range Rover Vogue,Automatic,3000 CC,Foreign Used,2018,"KES 15,311,000"
Volvo XC90,Automatic,2000 CC,Foreign Used,2019,"KES 6,600,000"
Volvo XC90,Automatic,2000 CC,Foreign Used,2017,"KES 6,560,000"
Mercedes Benz GLE 350d,Automatic,3000 CC,Foreign Used,2017,"KES 8,444,000"
Audi Q7,Automatic,2000 CC,Foreign Used,2018,"KES 6,030,000"
Audi SQ5,Automatic,3000 CC,Foreign Used,2018,"KES 6,420,000"
Honda Civic,Automatic,1500 CC,Foreign Used,2018,"KES 3,219,000"
Audi RS6,Automatic,4000 CC,Foreign Used,2017,"KES 8,990,000"
Audi A4,Automatic,2000 CC,Foreign Used,2018,"KES 4,489,000"
Audi Q3,Automatic,2000 CC,Foreign Used,2017,"KES 3,289,000"
Toyota Alphard,Automatic,2500 CC,Foreign Used,2017,"KES 3,840,000"
Range Rover Sport,Automatic,3000 CC,Foreign Used,2018,"KES 10,800,000"
Landrover Discovery Sport,Automatic,2000 CC,Foreign Used,2019,"KES 8,900,000"
Bentley Flying Spur,Automatic,6000 CC,Foreign Used,2020,"KES 33,751,300"
Bentley Bentayga,Automatic,4000 CC,Foreign Used,2019,"KES 23,300,000"
Bentley Continental,Automatic,4000 CC,Foreign Used,2017,"KES 18,902,000"
BMW X5m,Automatic,4400 CC,Foreign Used,2021,"KES 19,400,000"
Volvo XC60,Automatic,2000 CC,Foreign Used,2018,"KES 5,750,000"
Mazda Demio,Automatic,1300 CC,Foreign Used,2017,"KES 1,379,999"
Nissan Xtrail,Automatic,2000 CC,Foreign Used,2017,"KES 2,426,080"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2016,"KES 2,599,999"
Landrover Defender,Manual,2500 CC,Kenyan Used,2009,"KES 3,499,999"
Volvo S60,Automatic,1500 CC,Foreign Used,2017,"KES 2,399,999"
Subaru Legacy,Automatic,2500 CC,Foreign Used,2017,"KES 2,649,999"
Volkswagen Golf GTI,Automatic,2000 CC,Kenyan Used,2015,"KES 2,399,999"
Toyota Vitz,Automatic,1300 CC,Kenyan Used,2012,"KES 719,999"
Lexus NX200T,Automatic,2000 CC,Foreign Used,2017,"KES 4,399,000"
Peugeot 2008,Automatic,1200 CC,Foreign Used,2018,"KES 2,099,999"
Toyota FJ Cruiser,Automatic,4000 CC,Foreign Used,2017,"KES 4,600,000"
Toyota Hiace,Automatic,2000 CC,Foreign Used,2017,"KES 3,380,000"
Toyota Wish,Automatic,1800 CC,Foreign Used,2017,"KES 2,280,000"
Mercedes Benz E220d,Automatic,2000 CC,Foreign Used,2017,"KES 5,402,000"
Mercedes Benz E250,Automatic,2000 CC,Foreign Used,2017,"KES 5,780,000"
Porsche Panamera,Automatic,3000 CC,Foreign Used,2019,"KES 11,468,000"
Honda N One,Automatic,660 CC,Foreign Used,2017,"KES 869,999"
Subaru Outback,Automatic,2500 CC,Kenyan Used,2012,"KES 1,649,999"
Porsche 911 Carrera,Automatic,3000 CC,Foreign Used,2021,"KES 19,840,000"
Toyota Crown,Automatic,2500 CC,Kenyan Used,2020,"KES 4,599,999"
Porsche Cayenne,Automatic,4000 CC,Foreign Used,2019,"KES 15,400,000"
Range Rover Sport,Automatic,3000 CC,Foreign Used,2019,"KES 12,955,000"
Mercedes Benz GLE 400d,Automatic,2900 CC,Foreign Used,2020,"KES 13,320,000"
Subaru Outback,Automatic,2018 CC,Foreign Used,2018,"KES 4,100,000"
BMW M5,Automatic,4400 CC,Foreign Used,2019,"KES 10,100,000"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,579,999"
Mazda Axela,Automatic,1500 CC,Foreign Used,2018,"KES 2,601,000"
BMW M4,Automatic,3000 CC,Foreign Used,2017,"KES 7,100,000"
Volkswagen Passat,Automatic,2017 CC,Foreign Used,2017,"KES 3,750,000"
Volkswagen Tiguan,Automatic,2000 CC,Foreign Used,2019,"KES 4,150,000"
Toyota Fielder,Automatic,1500 CC,Foreign Used,2017,"KES 1,970,000"
Toyota Fielder,Automatic,1500 CC,Foreign Used,2017,"KES 1,940,000"
Volkswagen Golf,Automatic,1400 CC,Foreign Used,2017,"KES 2,399,999"
Mazda CX5,Automatic,2000 CC,Foreign Used,2017,"KES 3,300,000"
Landrover Discovery IV,Automatic,3000 CC,Kenyan Used,2016,"KES 6,999,999"
Mercedes Benz E240,Automatic,2600 CC,Kenyan Used,2003,"KES 1,649,999"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2016,"KES 5,799,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2014,"KES 1,299,999"
Mercedes Benz C200,Automatic,1800 CC,Kenyan Used,2007,"KES 1,219,999"
Honda CRV,Automatic,2000 CC,Foreign Used,2019,"KES 4,300,000"
BMW 320i,Automatic,2000 CC,Foreign Used,2017,"KES 2,900,000"
BMW 118i,Automatic,1500 CC,Foreign Used,2017,"KES 2,329,000"
Mercedes Benz GLS350d,Automatic,3000 CC,Foreign Used,2018,"KES 9,715,000"
Toyota Landcruiser Prado,Automatic,2700 CC,Kenyan Used,2016,"KES 4,849,999"
BMW X7,Automatic,3000 CC,Foreign Used,2019,"KES 13,140,000"
Bentley Bentayga,Automatic,6000 CC,Foreign Used,2019,"KES 20,800,000"
Mazda CX5,Automatic,2000 CC,Foreign Used,2018,"KES 3,399,000"
Audi SQ5,Automatic,3000 CC,Foreign Used,2018,"KES 6,670,000"
Audi A3,Automatic,1400 CC,Foreign Used,2017,"KES 2,486,000"
Subaru Legacy,Automatic,2000 CC,Kenyan Used,2005,"KES 649,999"
Mercedes Benz S560,Automatic,4000 CC,Foreign Used,2017,"KES 10,390,000"
Subaru Impreza,Automatic,2000 CC,Foreign Used,2017,"KES 2,149,999"
Honda Stream,Automatic,2000 CC,Foreign Used,2013,"KES 1,179,999"
Mercedes Benz GLE 400d,Automatic,2900 CC,Foreign Used,2022,"KES 17,265,550"
Nissan Note,Automatic,1200 CC,Foreign Used,2017,"KES 1,479,999"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2016,"KES 1,180,000"
Mitsubishi RVR,Automatic,1800 CC,Foreign Used,2018,"KES 2,861,200"
Mazda Axela,Automatic,1500 CC,Kenyan Used,2011,"KES 519,999"
Mazda Demio,Automatic,1500 CC,Foreign Used,2017,"KES 1,379,999"
Mercedes Benz GLE,Automatic,5500 CC,Foreign Used,2017,"KES 13,890,000"
BMW X5,Automatic,3000 CC,Foreign Used,2017,"KES 6,595,000"
Audi A7,Automatic,3000 CC,Foreign Used,2017,"KES 4,820,000"
Honda Vezel,Automatic,1500 CC,Foreign Used,2017,"KES 2,649,999"
Toyota Vellfire,Automatic,2500 CC,Foreign Used,2017,"KES 3,873,000"
Mercedes Benz CLA 180,Automatic,1600 CC,Foreign Used,2017,"KES 3,880,000"
Toyota Voxy,Automatic,2000 CC,Foreign Used,2017,"KES 2,695,000"
Porsche Cayenne,Automatic,3000 CC,Foreign Used,2022,"KES 15,489,000"
Mercedes Benz A180,Automatic,1600 CC,Foreign Used,2017,"KES 3,028,000"
BMW M6,Automatic,4400 CC,Foreign Used,2017,"KES 10,500,000"
Audi Q5,Automatic,2000 CC,Foreign Used,2019,"KES 5,842,000"
BMW X6M,Automatic,4400 CC,Foreign Used,2018,"KES 11,600,000"
Audi Q7,Automatic,3000 CC,Foreign Used,2018,"KES 7,180,000"
Mercedes Benz B180,Automatic,1600 CC,Foreign Used,2017,"KES 2,186,000"
Mitsubishi Mirage,Automatic,1200 CC,Foreign Used,2017,"KES 1,261,000"
Peugeot 208,Automatic,1200 CC,Foreign Used,2017,"KES 1,381,000"
Jeep Grand Cherokee Trackhawk,Automatic,6200 CC,Foreign Used,2019,"KES 20,210,000"
Suzuki Swift,Automatic,1200 CC,Kenyan Used,2013,"KES 699,999"
Ford Ranger,Automatic,3200 CC,Kenyan Used,2014,"KES 3,199,999"
Volkswagen Golf,Automatic,1400 CC,Foreign Used,2017,"KES 2,199,999"
Toyota Axio,Automatic,1500 CC,Kenyan Used,2014,"KES 1,349,999"
BMW X6M,Automatic,4400 CC,Foreign Used,2017,"KES 8,685,000"
Toyota Corolla Fielder,Automatic,1500 CC,Foreign Used,2017,"KES 1,845,000"
Hino Dutro,Manual,4000 CC,Kenyan Used,2015,"KES 2,349,999"
MERCEDES BENZ C43 CABRIOLET,Automatic,3000 CC,Kenyan Used,2018,"KES 8,980,000"
VOLKSWAGEN GOLF GTI MK7.5,Automatic,2000 CC,Foreign Used,2017,"KES 3,510,000"
HONDA VEZEL HYBRID,Automatic,1500 CC,Foreign Used,2017,"KES 2,690,000"
MAZDA CX-3 XD-L,Automatic,1500 CC,Foreign Used,2017,"KES 2,265,000"
VOLKSWAGEN TIGUAN,Automatic,1400 CC,Foreign Used,2018,"KES 3,830,000"
Nissan Dayz,Automatic,660 CC,Foreign Used,2017,"KES 869,999"
AUDI A5 CABRIOLET,Automatic,2000 CC,Foreign Used,2017,"KES 5,120,000"
TOYOTA AURIS,Automatic,1500 CC,Foreign Used,2017,"KES 2,100,000"
AUDI A3,Automatic,1400 CC,Foreign Used,2017,"KES 2,486,000"
Volkswagen Passat,Manual,2000 CC,Kenyan Used,2001,"KES 539,999"
AUDI S5 SPORTBACK,Automatic,3000 CC,Foreign Used,2017,"KES 5,999,999"
NISSAN LEAF S,Automatic,Foreign Used,Foreign Used,2018,"KES 2,167,000"
LEXUS LX 570,Automatic,5700 CC,Foreign Used,2019,"KES 14,300,000"
MAZDA CX-5,Automatic,2500 CC,Foreign Used,2018,"KES 3,448,000"
VOLKSWAGEN TIGUAN ALLSPACE,Automatic,1500 CC,Foreign Used,2019,"KES 7,250,000"
RANGE ROVER SPORT AUTOBIOGRAPHY,Automatic,3000 CC,Foreign Used,2018,"KES 13,855,280"
Volkswagen Tiguan,Automatic,2000 CC,Kenyan Used,2008,"KES 1,649,999"
Volvo XC60,Automatic,2000 CC,Kenyan Used,2012,"KES 1,549,999"
BMW X5 XDrive35d,Automatic,3000 CC,Foreign Used,2018,"KES 7,520,000"
SUBARU OUTBACK,Automatic,2500 CC,Foreign Used,2018,"KES 4,020,000"
BMW X1 XDrive18dx,Automatic,2000 CC,Foreign Used,2017,"KES 2,923,000"
JAGUAR XJ,Automatic,3000 CC,Foreign Used,2017,"KES 7,595,000"
MERCEDES BENZ S560L,Automatic,4000 CC,Foreign Used,2018,"KES 11,591,000"
RANGE ROVER SPORT SDV6,Automatic,3000 CC,Foreign Used,2018,"KES 11,876,700"
TOYOTA LANDCRUISER ZX,Automatic,4600 CC,Foreign Used,2017,"KES 10,549,999"
Range Rover Vogue Autobiography,Automatic,4400 CC,Foreign Used,2016,"KES 14,999,999"
RANGE ROVER SPORT,Automatic,3000 CC,Foreign Used,2018,"KES 12,497,400"
Volkswagen Alltrack,Automatic,1800 CC,Kenyan Used,2016,"KES 1,999,999"
Range Rover Vogue,Automatic,3000 CC,Kenyan Used,2014,"KES 8,499,999"
VOLVO XC90,Automatic,2000 CC,Foreign Used,2017,"KES 5,679,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,499,999"
Mazda Atenza,Automatic,2200 CC,Foreign Used,2016,"KES 2,299,999"
Subaru Impreza,Automatic,1600 CC,Kenyan Used,2015,"KES 1,549,999"
Toyota Carina,Automatic,1500 CC,Kenyan Used,2002,"KES 449,999"
Mercedes-Benz AMG GLE43,Automatic,3000 CC,Foreign Used,2017,"KES 9,499,999"
Mercedes Benz B180,Automatic,1600 CC,Kenyan Used,2010,"KES 849,999"
Peugeot  2008,Automatic,1200 CC,Foreign Used,2017,"KES 2,149,999"
Suzuki Swift,Automatic,1200 CC,Kenyan Used,2009,"KES 549,999"
Porsche Cayenne GTS,Automatic,3600 CC,Foreign Used,2018,"KES 8,356,000"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,479,999"
Mitsubishi Pajero,Automatic,3200 CC,Foreign Used,2019,"KES 6,379,999"
Nissan Leaf,Automatic,Foreign Used,Foreign Used,2018,"KES 2,040,800"
Audi SQ5,Automatic,3000 CC,Foreign Used,2018,"KES 5,950,000"
Lexus LX600,Automatic,3500 CC,Foreign Used,2022,"KES 21,799,999"
Audi RS7,Automatic,4000 CC,Foreign Used,2017,"KES 9,240,200"
Audi A6,Automatic,2000 CC,Foreign Used,2017,"KES 4,297,000"
Mercedes-Benz C180,Automatic,1600 CC,Foreign Used,2017,"KES 4,280,000"
Volkswagen Arteon,Automatic,2000 CC,Foreign Used,2017,"KES 3,998,000"
Mercedes-Benz AMG E43,Automatic,3000 CC,Foreign Used,2017,"KES 7,349,999"
Subaru Outback,Automatic,2500 CC,Foreign Used,2017,"KES 3,500,400"
Honda Accord,Automatic,2000 CC,Foreign Used,2017,"KES 3,489,000"
Toyota Axio,Automatic,1500 CC,Foreign Used,2017,"KES 1,837,000"
Toyota Landcruiser ZX,Automatic,4600 CC,Foreign Used,2017,"KES 10,749,999"
Toyota Landcruiser Prado TXL,Automatic,2700 CC,Foreign Used,2017,"KES 5,881,999"
Toyota CHR,Automatic,1200 CC,Foreign Used,2017,"KES 2,949,999"
Toyota Estima,Automatic,2500 CC,Foreign Used,2017,"KES 2,480,000"
Subaru Forester,Automatic,2000 CC,Foreign Used,2017,"KES 3,273,999"
Audi A4,Automatic,2000 CC,Foreign Used,2017,"KES 3,624,000"
Mark X,Automatic,2500 CC,Foreign Used,2017,"KES 2,657,000"
Mercedes Benz C180,Automatic,1600 CC,Foreign Used,2017,"KES 3,799,999"
Mercedes-Benz GLE350D,Automatic,3000 CC,Foreign Used,2018,"KES 7,199,999"
Mitsubishi Outlander,Automatic,2000 CC,Foreign Used,2018,"KES 3,599,999"
Lexus NX300H,Automatic,2500 CC,Foreign Used,2017,"KES 4,681,000"
Mercedes Benz C250,Automatic,2000 CC,Foreign Used,2017,"KES 4,649,999"
Toyota Harrier,Automatic,2000 CC,Foreign Used,2017,"KES 3,649,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,299,999"
BMW 318i,Automatic,2000 CC,Kenyan Used,2003,"KES 679,999"
Audi A7,Automatic,2000 CC,Kenyan Used,2016,"KES 4,099,999"
Range Rover Sport SVR,Automatic,5000 CC,Kenyan Used,2016,"KES 13,499,999"
BMW 550i,Automatic,4400 CC,Kenyan Used,2012,"KES 2,999,999"
Toyota Isis,Automatic,2000 CC,Foreign Used,2017,"KES 1,815,999"
BMW X6M COMPETITION,Automatic,4400 CC,Foreign Used,2017,"KES 8,499,999"
Toyota Landcruiser Prado TX-L,Automatic,2800 CC,Foreign Used,2018,"KES 6,666,800"
Suzuki Swift,Automatic,1200 CC,Foreign Used,2017,"KES 1,222,000"
Mazda Axela,Automatic,2200 CC,Foreign Used,2017,"KES 2,349,999"
Toyota Noah,Automatic,2000 CC,Foreign Used,2017,"KES 2,529,999"
Toyota Auris,Automatic,1500 CC,Foreign Used,2017,"KES 1,899,999"
Mazda Demio,Automatic,1300 CC,Foreign Used,2017,"KES 1,349,999"
Audi S3,Automatic,2000 CC,Foreign Used,2017,"KES 3,579,999"
Toyota Fortuner,Automatic,2800 CC,Foreign Used,2019,"KES 6,299,999"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2018,"KES 4,849,999"
Toyota Noah,Automatic,2000 CC,Foreign Used,2018,"KES 2,886,999"
Lexus LX570,Automatic,5700 CC,Foreign Used,2019,"KES 14,552,500"
Lexus NX200T,Automatic,2000 CC,Foreign Used,2017,"KES 4,679,999"
Volkswagen Golf R,Manual,2000 CC,Foreign Used,2017,"KES 4,006,500"
Porsche Panamera,Automatic,3000 CC,Foreign Used,2017,"KES 11,374,600"
Audi TT RS,Automatic,2500 CC,Foreign Used,2017,"KES 9,802,000"
Nissan GTR,Automatic,3800 CC,Foreign Used,2017,"KES 14,750,000"
BMW 740i,Automatic,3000 CC,Foreign Used,2017,"KES 5,795,000"
BMW X4,Automatic,3000 CC,Foreign Used,2022,"KES 12,988,000"
Bentley Continental GT,Automatic,6000 CC,Foreign Used,2018,"KES 25,249,000"
Bentley Flying Spur,Automatic,4000 CC,Foreign Used,2018,"KES 16,397,000"
BMW X1,Automatic,2000 CC,Foreign Used,2017,"KES 3,560,000"
Mercedes Benz GLE350D,Automatic,3000 CC,Foreign Used,2017,"KES 7,235,000"
BMW X5,Automatic,4400 CC,Foreign Used,2020,"KES 20,120,000"
Audi A5,Automatic,2000 CC,Foreign Used,2019,"KES 5,378,400"
Mercedes Benz GLC 250,Automatic,2000 CC,Foreign Used,2018,"KES 5,679,999"
Range Rover Sport,Automatic,3000 CC,Foreign Used,2018,"KES 10,999,999"
Jaguar XF,Automatic,2000 CC,Foreign Used,2017,"KES 4,929,999"
Audi Q8,Automatic,3000 CC,Foreign Used,2019,"KES 13,917,135"
Volkswagen Golf GTI,Automatic,2000 CC,Foreign Used,2017,"KES 3,499,999"
Nissan Note,Automatic,1200 CC,Kenyan Used,2014,"KES 789,999"
Mazda CX5 AWD,Automatic,2500 CC,Kenyan Used,2017,"KES 3,749,999"
Volkswagen Golf Variant R,Automatic,2000 CC,Kenyan Used,2015,"KES 2,899,999"
Audi A5,Automatic,2000 CC,Foreign Used,2017,"KES 4,349,999"
Audi Q3,Automatic,2000 CC,Foreign Used,2021,"KES 6,666,000"
BMW 530i,Automatic,2000 CC,Foreign Used,2017,"KES 4,579,999"
Range Rover Sport,Automatic,5000 CC,Foreign Used,2021,"KES 21,999,999"
Porsche Cayenne Turbo,Automatic,4000 CC,Foreign Used,2019,"KES 14,031,800"
Range Rover Vogue Autobiography,Automatic,4400 CC,Foreign Used,2022,"KES 37,489,050"
Mercedes Benz AMG E43,Automatic,3000 CC,Foreign Used,2018,"KES 8,383,000"
Porsche Cayenne,Automatic,3000 CC,Foreign Used,2019,"KES 10,812,950"
Range Rover Evoque,Automatic,2000 CC,Foreign Used,2017,"KES 5,450,000"
Audi SQ5,Automatic,3000 CC,Foreign Used,2019,"KES 6,352,000"
Toyota Hiace,Automatic,2000 CC,Foreign Used,2017,"KES 3,358,980"
Mitsubishi Pajero,Automatic,3200 CC,Foreign Used,2018,"KES 6,568,000"
Peugeot  3008,Automatic,1600 CC,Foreign Used,2017,"KES 3,399,999"
Volkswagen Arteon,Automatic,2000 CC,Foreign Used,2018,"KES 4,932,000"
Audi A6,Automatic,2000 CC,Foreign Used,2018,"KES 4,454,400"
Mazda CX8,Automatic,2200 CC,Foreign Used,2017,"KES 4,044,000"
Subaru Forester,Automatic,2000 CC,Foreign Used,2018,"KES 3,929,999"
Porsche Macan GTS,Automatic,3000 CC,Foreign Used,2017,"KES 8,407,600"
Audi A7,Automatic,3000 CC,Foreign Used,2017,"KES 5,519,999"
Audi A8,Automatic,3000 CC,Foreign Used,2019,"KES 10,139,499"
Volvo XC60,Automatic,2000 CC,Foreign Used,2018,"KES 6,149,999"
BMW X3,Automatic,2000 CC,Foreign Used,2017,"KES 4,449,999"
Audi Q3,Automatic,2000 CC,Foreign Used,2017,"KES 3,449,999"
BMW 530I,Automatic,2000 CC,Foreign Used,2017,"KES 4,599,999"
Toyota Caldina,Automatic,2000 CC,Foreign Used,2003,"KES 699,999"
Mercedes Benz E300,Automatic,3000 CC,Kenyan Used,2010,"KES 2,149,999"
Nissan Xtrail,Automatic,2000 CC,Foreign Used,2017,"KES 2,449,999"
Porsche 911 GT3,Automatic,4000 CC,Foreign Used,2021,"KES 35,183,130"
Toyota Rav4,Automatic,2000 CC,Foreign Used,2017,"KES 4,099,999"
Lexus NX300H,Automatic,2500 CC,Kenyan Used,2017,"KES 4,764,999"
Toyota Landcruiser Prado TZ-G,Automatic,2800 CC,Foreign Used,2022,"KES 11,747,999"
Lexus LX600,Automatic,3500 CC,Foreign Used,2021,"KES 25,495,600"
Honda Vezel,Automatic,1500 CC,Foreign Used,2017,"KES 2,749,999"
Mercedes-Benz AMG S63L,Automatic,4000 CC,Foreign Used,2018,"KES 16,585,027"
Toyota Hilux,Automatic,2500 CC,Kenyan Used,2011,"KES 1,799,999"
Mazda Demio,Automatic,1300 CC,Foreign Used,2017,"KES 1,330,000"
Subaru Forester,Automatic,2000 CC,Foreign Used,2018,"KES 3,456,897"
Toyota Landcruiser Prado TZ-G,Automatic,2800 CC,Foreign Used,2021,"KES 10,964,088"
BMW X5,Automatic,3000 CC,Foreign Used,2017,"KES 6,103,999"
Range Rover Sport,Automatic,5000 CC,Foreign Used,2018,"KES 14,411,000"
Mitsubishi Outlander,Automatic,2000 CC,Foreign Used,2017,"KES 3,399,999"
Toyota Landcruiser Prado TZ-G,Automatic,2800 CC,Foreign Used,2018,"KES 9,289,391"
Mazda Atenza,Automatic,2200 CC,Foreign Used,2017,"KES 2,593,999"
Volvo XC90 D5,Automatic,2000 CC,Foreign Used,2019,"KES 7,429,999"
Audi A4 Allroad,Automatic,2000 CC,Foreign Used,2017,"KES 3,558,000"
Volkswagen Golf TSI,Automatic,1400 CC,Foreign Used,2017,"KES 2,399,999"
Mazda CX3,Automatic,1500 CC,Foreign Used,2017,"KES 2,166,000"
Subaru Impreza,Automatic,1600 CC,Foreign Used,2017,"KES 1,987,000"
Nissan Xtrail,Automatic,2000 CC,Foreign Used,2017,"KES 3,499,999"
Toyota Landcruiser Prado TZ-G,Automatic,2800 CC,Foreign Used,2019,"KES 9,120,565"
Mercedes-Benz AMG C43,Automatic,3000 CC,Foreign Used,2017,"KES 7,764,000"
Porsche Cayenne Turbo,Automatic,4000 CC,Foreign Used,2019,"KES 12,613,200"
Toyota Landcruiser Prado TZ-G,Automatic,2800 CC,Foreign Used,2019,"KES 8,800,565"
Porsche Panamera,Automatic,2900 CC,Foreign Used,2018,"KES 11,390,999"
Toyota FJ Cruiser,Automatic,4000 CC,Foreign Used,2017,"KES 4,849,999"
Range Rover Velar,Automatic,2000 CC,Foreign Used,2018,"KES 8,099,999"
Toyota Harrier,Automatic,2500 CC,Foreign Used,2017,"KES 4,385,000"
Range Rover Vogue Autobiography,Automatic,4400 CC,Foreign Used,2018,"KES 16,099,999"
Audi RSQ8,Automatic,4000 CC,Foreign Used,2020,"KES 21,499,999"
Toyota Harrier,Automatic,2000 CC,Foreign Used,2017,"KES 3,665,000"
Bentley Bentayga,Automatic,4000 CC,Foreign Used,2020,"KES 28,899,999"
Mistubishi EK Wagon,Automatic,660 CC,Kenyan Used,2017,"KES 879,999"
Volkswagen Touran,Automatic,1400 CC,Kenyan Used,2015,"KES 1,449,999"
Toyota Celica,Automatic,1800 CC,Kenyan Used,2005,"KES 579,999"
Nissan Xtrail,Automatic,2000 CC,Kenyan Used,2016,"KES 2,399,999"
Toyota Vanguard,Automatic,2400 CC,Kenyan Used,2010,"KES 1,249,999"
