Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price
Landrover Discovery IV,Automatic,3000 CC,Kenyan Used,2013,"KES 4,499,999"
Subaru XV,Automatic,2000 CC,Foreign Used,2016,"KES 2,499,999"
Mercedes Benz C300,Automatic,2000 CC,Kenyan Used,2019,"KES 4,499,999"
Mazda CX5,Automatic,2000 CC,Kenyan Used,2015,"KES 2,349,999"
Nissan Note,Automatic,1200 CC,Foreign Used,2017,"KES 1,269,999"
Honda Vezel,Automatic,1500 CC,Kenyan Used,2015,"KES 2,549,999"
Toyota Auris,Automatic,1500 CC,Kenyan Used,2012,"KES 829,999"
Jeep Grand Cherokee,Automatic,3600 CC,Kenyan Used,2012,"KES 3,299,999"
Nissan XTRAIL,Automatic,2000 CC,Kenyan Used,2015,"KES 2,199,999"
Toyota Harrier,Automatic,2000 CC,Kenyan Used,2017,"KES 3,949,999"
BMW 320i,Automatic,2000 CC,Kenyan Used,2015,"KES 2,249,999"
Range Rover Vogue,Automatic,4400 CC,Foreign Used,2014,"KES 9,449,999"
Suzuki Swift,Automatic,1200 CC,Kenyan Used,2012,"KES 729,999"
Subaru Outback,Automatic,2500 CC,Kenyan Used,2015,"KES 2,699,999"
Nissan Note E Power,Automatic,1200 CC,Foreign Used,2017,"KES 1,269,999"
Toyota Mark X ZiO,Automatic,2400 CC,Kenyan Used,2012,"KES 1,199,999"
Mercedes Benz GLE 350d,Automatic,3000 CC,Kenyan Used,2015,"KES 5,799,999"
Honda Fit,Automatic,1300 CC,Foreign Used,2017,"KES 1,479,999"
Toyota Axio,Automatic,1500 CC,Kenyan Used,2015,"KES 1,499,999"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2012,"KES 1,599,999"
Toyota Hiace,Automatic,2700 CC,Kenyan Used,2012,"KES 2,249,999"
Nissan Note,Automatic,1200 CC,Foreign Used,2017,"KES 1,299,999"
Audi A5,Automatic,2000 CC,Foreign Used,2017,"KES 3,799,999"
Toyota Auris,Automatic,1500 CC,Kenyan Used,2013,"KES 1,299,999"
Subaru Outback,Automatic,2500 CC,Kenyan Used,2022,"KES 7,699,999"
Peugeot 208,Automatic,1200 CC,Foreign Used,2017,"KES 1,279,999"
Toyota Auris,Automatic,1500 CC,Kenyan Used,2012,"KES 1,189,999"
Hyundai HD65,Manual,3600 CC,Kenyan Used,2019,"KES 3,199,999"
Honda CR Z,Automatic,1500 CC,Kenyan Used,2015,"KES 1,399,999"
BMW 320i,Automatic,2000 CC,Kenyan Used,2008,"KES 969,999"
BMW 520i,Automatic,2000 CC,Kenyan Used,2012,"KES 1,799,999"
Mercedes Benz C200,Automatic,2000 CC,Kenyan Used,2014,"KES 3,049,999"
Toyota Fielder Hybrid,Automatic,1500 CC,Kenyan Used,2015,"KES 1,429,999"
Daihatsu Begu,Automatic,1500 CC,Kenyan Used,2014,"KES 1,499,999"
Volvo XC60,Automatic,2000 CC,Foreign Used,2018,"KES 5,599,999"
Volkswagen Tiguan,Automatic,1400 CC,Kenyan Used,2017,"KES 3,999,999"
Renault Megane,Automatic,1600 CC,Foreign Used,2017,"KES 2,299,999"
Lexus LS460,Automatic,4600 CC,Kenyan Used,2014,"KES 4,899,999"
Landrover Discovery V,Automatic,3000 CC,Kenyan Used,2017,"KES 9,999,999"
Daihatsu Mira,Automatic,660 CC,Foreign Used,2017,"KES 879,999"
BMW 116i,Automatic,1600 CC,Kenyan Used,2014,"KES 1,499,999"
Audi Q5,Automatic,2000 CC,Foreign Used,2017,"KES 4,549,999"
Volkswagen Passat,Automatic,1800 CC,Kenyan Used,2012,"KES 1,689,999"
Toyota Hilux Surf,Automatic,2700 CC,Kenyan Used,2004,"KES 1,099,999"
Toyota Carina,Manual,2000 CC,Kenyan Used,1998,"KES 419,999"
Mazda CX5,Automatic,2000 CC,Foreign Used,2016,"KES 2,649,999"
Subaru Outback,Automatic,2500 CC,Kenyan Used,2017,"KES 3,449,999"
Range Rover Vogue,Automatic,4400 CC,Kenyan Used,2008,"KES 3,499,999"
Suzuki Swift,Automatic,1200 CC,Foreign Used,2017,"KES 1,299,999"
Mercedes Benz C200,Automatic,2000 CC,Foreign Used,2016,"KES 2,999,999"
Mercedes Benz C250,Automatic,2143 CC,Kenyan Used,2013,"KES 2,299,999"
Ford Ranger,Automatic,3200 CC,Kenyan Used,2015,"KES 4,999,999"
Honda Freed,Automatic,1500 CC,Foreign Used,2015,"KES 1,299,999"
Volvo V60,Automatic,1600 CC,Foreign Used,2016,"KES 2,049,999"
Subaru Forester,Automatic,2000 CC,Foreign Used,2016,"KES 3,049,999"
Nissan Note,Automatic,1200 CC,Kenyan Used,2016,"KES 1,189,999"
Suzuki Swift,Automatic,1200 CC,Kenyan Used,2014,"KES 789,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2012,"KES 1,399,999"
Subaru Impreza,Manual,1500 CC,Kenyan Used,2009,"KES 799,999"
Lexus NX200T,Automatic,2000 CC,Kenyan Used,2016,"KES 3,799,999"
Subaru Levorg,Automatic,2000 CC,Kenyan Used,2016,"KES 2,199,999"
Audi A5,Automatic,2000 CC,Kenyan Used,2015,"KES 2,599,999"
Volvo XC60,Automatic,2000 CC,Foreign Used,2017,"KES 5,699,999"
Toyota Harrier,Automatic,2000 CC,Foreign Used,2017,"KES 3,799,999"
Mitsubishi Outlander,Automatic,2400 CC,Kenyan Used,2014,"KES 2,249,999"
Volkswagen Passat,Automatic,1800 CC,Kenyan Used,2011,"KES 979,999"
Toyota Axio,Automatic,1500 CC,Kenyan Used,2009,"KES 899,999"
Nissan Note,Automatic,1200 CC,Foreign Used,2017,"KES 1,229,999"
Toyota Isis,Automatic,1800 CC,Kenyan Used,2011,"KES 889,999"
Nissan Pino,Automatic,660 CC,Kenyan Used,2009,"KES 409,999"
Toyota Vitz,Automatic,1300 CC,Kenyan Used,2012,"KES 709,999"
Nissan XTRAIL,Automatic,2000 CC,Kenyan Used,2012,"KES 1,479,999"
Volkswagen Golf GTI,Automatic,2000 CC,Foreign Used,2018,"KES 3,499,999"
Toyota Runx,Automatic,1500 CC,Kenyan Used,2002,"KES 599,999"
Toyota Harrier,Automatic,2500 CC,Foreign Used,2017,"KES 4,499,999"
Nissan Note,Automatic,1200 CC,Foreign Used,2017,"KES 1,269,999"
Mercedes Benz GLA 45,Automatic,2000 CC,Kenyan Used,2015,"KES 5,449,999"
Toyota Harrier,Automatic,2400 CC,Kenyan Used,2004,"KES 999,999"
Mercedes Benz C200,Automatic,1800 CC,Kenyan Used,2013,"KES 2,099,999"
Toyota Allion,Automatic,1800 CC,Kenyan Used,2006,"KES 769,999"
Honda Fit,Automatic,1300 CC,Kenyan Used,2011,"KES 729,999"
Subaru Forester XT,Automatic,2000 CC,Kenyan Used,2017,"KES 3,399,999"
Toyota Passo,Automatic,1000 CC,Kenyan Used,2016,"KES 999,999"
Toyota Hilux,Manual,2500 CC,Kenyan Used,2015,"KES 3,799,999"
Ford Ranger,Manual,2200 CC,Kenyan Used,2011,"KES 1,599,999"
Ford Ranger,Manual,3200 CC,Kenyan Used,2023,"KES 4,499,999"
Mitsubishi Galant Fortis,Automatic,2000 CC,Kenyan Used,2011,"KES 1,249,999"
Toyota Vanguard,Automatic,2400 CC,Kenyan Used,2011,"KES 1,749,999"
Subaru Forester XT,Automatic,2000 CC,Kenyan Used,2013,"KES 1,949,999"
Mercedes Benz C200,Automatic,1800 CC,Kenyan Used,2013,"KES 2,169,999"
Suzuki Alto,Automatic,660 CC,Kenyan Used,2017,"KES 859,999"
Nissan XTRAIL,Automatic,2000 CC,Foreign Used,2017,"KES 2,699,999"
Porsche Cayenne,Automatic,3600 CC,Kenyan Used,2014,"KES 4,599,999"
Toyota Vanguard,Automatic,2400 CC,Kenyan Used,2013,"KES 1,999,999"
Volkswagen Tiguan,Automatic,2000 CC,Kenyan Used,2016,"KES 3,379,999"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2011,"KES 1,599,999"
Toyota Hilux,Automatic,2500 CC,Kenyan Used,2021,"KES 3,599,999"
Toyota Fielder,Automatic,1500 CC,Kenyan Used,2016,"KES 1,549,999"
Subaru Impreza,Automatic,1600 CC,Kenyan Used,2015,"KES 1,469,999"
Toyota Crown,Automatic,2500 CC,Kenyan Used,2007,"KES 769,000"
Toyota Hilux,Manual,2500 CC,Kenyan Used,2012,"KES 2,349,999"
Nissan Sunny B15,Automatic,1500 CC,Kenyan Used,2002,"KES 399,999"
Subaru Forester XT,Automatic,2000 CC,Kenyan Used,2014,"KES 2,489,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2014,"KES 1,849,999"
Mazda CX3,Automatic,1500 CC,Kenyan Used,2016,"KES 1,789,999"
Nissan Note,Automatic,1200 CC,Kenyan Used,2011,"KES 694,999"
Mercedes Benz E43,Automatic,3000 CC,Foreign Used,2017,"KES 6,999,999"
Mini Cooper,Automatic,2000 CC,Foreign Used,2017,"KES 3,299,999"
Landrover Defender 110,Automatic,3000 CC,Kenyan Used,2021,"KES 18,999,999"
Volvo XC60 T5,Automatic,2000 CC,Kenyan Used,2012,"KES 1,699,999"
Lexus RX450h,Automatic,3500 CC,Kenyan Used,2009,"KES 1,959,999"
Volvo V60 T6,Automatic,2000 CC,Kenyan Used,2014,"KES 1,799,999"
Toyota Fortuner,Automatic,3000 CC,Kenyan Used,2008,"KES 1,799,999"
BMW 320i,Automatic,2000 CC,Kenyan Used,2015,"KES 2,449,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2016,"KES 1,879,999"
BMW 530i,Automatic,2000 CC,Foreign Used,2017,"KES 4,499,999"
BMW 530i,Automatic,2000 CC,Foreign Used,2017,"KES 4,499,999"
Mercedes Benz C200 AVANTGARDE,Automatic,1800 CC,Kenyan Used,2012,"KES 2,199,999"
Toyota Landcruiser Prado J120,Automatic,2700 CC,Kenyan Used,2008,"KES 2,249,999"
Lexus RX200T,Automatic,2000 CC,Foreign Used,2017,"KES 6,299,999"
Peugeot 208,Automatic,1200 CC,Foreign Used,2017,"KES 1,249,999"
Nissan XTRAIL,Automatic,2000 CC,Foreign Used,2016,"KES 2,749,999"
Audi A7,Automatic,2000 CC,Foreign Used,2017,"KES 4,499,999"
Mazda CX5,Automatic,2000 CC,Kenyan Used,2014,"KES 2,299,999"
Toyota Axio,Automatic,1500 CC,Kenyan Used,2013,"KES 1,299,999"
Mazda CX5,Automatic,2000 CC,Kenyan Used,2015,"KES 2,449,999"
Renault Lutecia TROPHY,Automatic,1600 CC,Foreign Used,2016,"KES 1,749,999"
Lexus RX270,Automatic,2700 CC,Kenyan Used,2010,"KES 2,199,999"
Mazda CX3,Automatic,1500 CC,Kenyan Used,2016,"KES 1,799,999"
Nissan Sunny B15,Automatic,1500 CC,Kenyan Used,2002,"KES 469,999"
Nissan Tiida,Automatic,1500 CC,Kenyan Used,2012,"KES 749,999"
Subaru Outback,Automatic,2500 CC,Kenyan Used,2009,"KES 1,399,999"
Volkswagen Golf GTI,Automatic,2000 CC,Foreign Used,2017,"KES 3,099,999"
Toyota Landcruiser Prado TX,Automatic,2700 CC,Kenyan Used,2015,"KES 4,549,999"
Toyota Spade,Automatic,1500 CC,Kenyan Used,2014,"KES 1,189,999"
Toyota Noah,Automatic,2000 CC,Kenyan Used,2014,"KES 1,599,999"
Volvo S60,Automatic,1600 CC,Foreign Used,2017,"KES 2,399,999"
Subaru Forester,Automatic,2000 CC,Foreign Used,2017,"KES 2,999,999"
Toyota Harrier,Automatic,2000 CC,Kenyan Used,2016,"KES 3,249,999"
Volkswagen Golf Variant GTI,Automatic,2000 CC,Kenyan Used,2008,"KES 729,999"
Nissan NP300 Hardbody,Automatic,3000 CC,Kenyan Used,2004,"KES 719,999"
Mercedes Benz E250,Automatic,2000 CC,Foreign Used,2016,"KES 5,799,999"
Mazda Axela,Automatic,2200 CC,Foreign Used,2016,"KES 1,949,999"
Toyota Landcruiser Prado TX,Automatic,2800 CC,Foreign Used,2018,"KES 7,799,999"
Toyota Premio 260,Automatic,2000 CC,Foreign Used,2016,"KES 2,199,999"
Toyota Harrier,Automatic,2000 CC,Kenyan Used,2016,"KES 3,449,999"
Mitsubishi RVR,Automatic,1800 CC,Foreign Used,2017,"KES 2,549,999"
Mazda Axela,Automatic,1500 CC,Kenyan Used,2014,"KES 1,449,999"
Toyota Vitz Jewela,Automatic,1300 CC,Kenyan Used,2016,"KES 1,199,999"
Toyota Roomy,Automatic,1000 CC,Foreign Used,2016,"KES 1,299,999"
Volkswagen Touareg,Automatic,3600 CC,Kenyan Used,2008,"KES 1,749,999"
Toyota Landcruiser Prado TX,Automatic,2700 CC,Kenyan Used,2013,"KES 3,499,999"
Audi Q3 2.0T QUATTRO,Automatic,2000 CC,Kenyan Used,2014,"KES 2,649,999"
Jeep Cherokee Limited 3.2L V6,Automatic,3200 CC,Kenyan Used,2015,"KES 3,849,999"
Mercedes Benz E200,Automatic,2000 CC,Foreign Used,2016,"KES 5,199,999"
Mitsubishi Colt,Automatic,1300 CC,Kenyan Used,2008,"KES 669,999"
Mercedes Benz SLK 200 WALD,Automatic,1800 CC,Kenyan Used,2013,"KES 4,499,999"
Volkswagen Arteon,Automatic,2000 CC,Foreign Used,2018,"KES 4,899,999"
Mitsubishi Lancer Ralliart,Automatic,2000 CC,Kenyan Used,2009,"KES 979,999"
Volvo V60 T3,Automatic,1600 CC,Foreign Used,2016,"KES 2,349,999"
Subaru Exiga,Automatic,2000 CC,Kenyan Used,2010,"KES 749,999"
Range Rover Vogue 3.0 TDV6,Automatic,3000 CC,Kenyan Used,2015,"KES 9,699,999"
Mitsubishi Outlander,Automatic,2000 CC,Foreign Used,2017,"KES 3,499,999"
Landrover Defender 110,Automatic,2500 CC,Kenyan Used,1990,"KES 1,699,999"
Honda Fit Shuttle Hybrid,Automatic,1500 CC,Kenyan Used,2013,"KES 969,999"
Toyota Auris Hybrid,Automatic,1800 CC,Foreign Used,2017,"KES 1,979,999"
Mazda CX5,Automatic,2500 CC,Foreign Used,2017,"KES 3,649,999"
BMW 320i Luxury,Automatic,2000 CC,Kenyan Used,2015,"KES 2,299,999"
Nissan NP300 Hardbody,Automatic,3000 CC,Kenyan Used,2006,"KES 549,999"
Mercedes Benz C180,Automatic,1800 CC,Kenyan Used,1998,"KES 529,999"
Mazda CX5,Automatic,2500 CC,Foreign Used,2017,"KES 3,299,999"
Nissan XTRAIL,Automatic,2000 CC,Foreign Used,2016,"KES 2,399,999"
Mercedes Benz ML 320,Automatic,3200 CC,Kenyan Used,2002,"KES 899,999"
Volkswagen Golf R,Automatic,2000 CC,Kenyan Used,2015,"KES 3,349,999"
Volkswagen Golf 1.4L TSI,Automatic,1400 CC,Kenyan Used,2014,"KES 1,799,999"
Toyota Vitz,Automatic,1300 CC,Kenyan Used,2016,"KES 1,249,999"
Nissan Note,Automatic,1200 CC,Kenyan Used,2013,"KES 849,999"
Subaru Forester XT,Automatic,2000 CC,Kenyan Used,2013,"KES 2,299,999"
Jeep Cherokee Sport,Automatic,2400 CC,Foreign Used,2016,"KES 3,779,999"
Toyota Avensis,Automatic,1800 CC,Kenyan Used,2012,"KES 1,199,999"
Toyota Fielder,Automatic,1800 CC,Foreign Used,2016,"KES 1,749,999"
Toyota Crown Royal Saloon,Automatic,2500 CC,Kenyan Used,2011,"KES 1,249,999"
Nissan March,Automatic,1200 CC,Kenyan Used,2014,"KES 629,999"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2013,"KES 1,999,999"
Peugeot 308,Automatic,1200 CC,Foreign Used,2016,"KES 2,299,999"
Toyota Allion 1.5L,Automatic,1500 CC,Kenyan Used,2009,"KES 1,199,999"
Toyota Axio,Automatic,1500 CC,Foreign Used,2017,"KES 1,999,999"
Mitsubishi Outlander PHEV,Automatic,2000 CC,Kenyan Used,2014,"KES 2,199,999"
Mazda Atenza,Automatic,2200 CC,Foreign Used,2017,"KES 2,849,999"
Volkswagen Tiguan,Automatic,1400 CC,Kenyan Used,2014,"KES 1,949,999"
Mercedes Benz C200,Automatic,2000 CC,Foreign Used,2016,"KES 3,999,999"
Nissan March,Automatic,1200 CC,Kenyan Used,2013,"KES 549,999"
Mercedes Benz C180,Automatic,1600 CC,Foreign Used,2017,"KES 3,349,999"
Toyota Harrier,Automatic,2000 CC,Foreign Used,2016,"KES 3,999,999"
Toyota Vitz,Automatic,1300 CC,Kenyan Used,2009,"KES 649,999"
Mazda Demio,Automatic,1300 CC,Kenyan Used,2014,"KES 889,999"
Mitsubishi Colt,Manual,1500 CC,Kenyan Used,2011,"KES 989,999"
Nissan Note DIG-S,Automatic,1200 CC,Kenyan Used,2013,"KES 899,999"
Toyota Ractis,Automatic,1500 CC,Kenyan Used,2014,"KES 1,349,999"
Mercedes Benz E200,Automatic,2000 CC,Foreign Used,2016,"KES 5,499,999"
Toyota Kluger,Automatic,3500 CC,Foreign Used,2018,"KES 4,799,999"
Range Rover Sport,Automatic,3000 CC,Foreign Used,2016,"KES 8,499,999"
Jeep Grand Cherokee,Automatic,3600 CC,Foreign Used,2016,"KES 5,499,999"
Toyota Fortuner,Automatic,2800 CC,Foreign Used,2016,"KES 5,899,999"
Volkswagen Passat Variant 1.4L,Automatic,1400 CC,Kenyan Used,2016,"KES 1,899,999"
Toyota Mark II Regalia,Automatic,2000 CC,Kenyan Used,2002,"KES 529,999"
Audi Q5,Automatic,2000 CC,Foreign Used,2017,"KES 5,199,999"
Audi A4 2.0T QUATTRO,Automatic,2000 CC,Kenyan Used,2015,"KES 2,099,999"
Volvo XC90,Automatic,2000 CC,Foreign Used,2017,"KES 7,199,999"
Mazda CX8,Automatic,2200 CC,Foreign Used,2017,"KES 3,899,999"
Nissan Murano 3.5L V6,Automatic,3500 CC,Kenyan Used,2011,"KES 1,199,999"
"Honda Vezel ""RS"" Hybrid",Automatic,1500 CC,Kenyan Used,2016,"KES 2,199,999"
Mitsubishi Pajero GLX,Manual,2350 CC,Kenyan Used,2006,"KES 1,399,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2017,"KES 3,649,999"
Suzuki Swift,Automatic,1200 CC,Foreign Used,2016,"KES 1,199,999"
Toyota Vanguard,Automatic,2400 CC,Kenyan Used,2010,"KES 1,749,999"
Volkswagen Polo,Automatic,1200 CC,Kenyan Used,2012,"KES 889,999"
Nissan Latio,Automatic,1200 CC,Kenyan Used,2015,"KES 949,999"
Jeep Compass,Automatic,2000 CC,Kenyan Used,2015,"KES 2,499,999"
Toyota Carina,Manual,1500 CC,Kenyan Used,1998,"KES 399,999"
Ford Ranger 3.2L,Manual,3200 CC,Kenyan Used,2014,"KES 2,999,999"
Volvo V40 T3,Automatic,1600 CC,Kenyan Used,2014,"KES 1,679,999"
Toyota Fortuner,Automatic,3000 CC,Kenyan Used,2015,"KES 4,499,999"
BMW X1,Automatic,1500 CC,Foreign Used,2016,"KES 3,899,999"
Audi A3,Automatic,1400 CC,Foreign Used,2016,"KES 2,099,999"
Audi SQ5 3.0T QUATTRO,Automatic,3000 CC,Foreign Used,2016,"KES 5,099,999"
Subaru Outback,Automatic,2500 CC,Kenyan Used,2015,"KES 2,499,999"
Volvo XC60 T5,Automatic,2000 CC,Kenyan Used,2011,"KES 2,149,999"
Toyota Landcruiser Prado TX,Automatic,2800 CC,Foreign Used,2016,"KES 7,299,999"
Subaru Outback,Automatic,2500 CC,Foreign Used,2016,"KES 3,349,999"
Jeep Wrangler,Automatic,3600 CC,Foreign Used,2016,"KES 5,299,999"
Toyota Hiace,Automatic,3000 CC,Kenyan Used,2015,"KES 2,649,999"
Toyota Crown Royal Saloon,Automatic,2500 CC,Foreign Used,2016,"KES 2,999,999"
Mercedes Benz C180,Automatic,1600 CC,Kenyan Used,2015,"KES 2,999,999"
Mercedes Benz C250,Automatic,2000 CC,Foreign Used,2016,"KES 3,999,999"
BMW 118i,Automatic,1500 CC,Foreign Used,2017,"KES 2,349,999"
BMW X1,Automatic,2000 CC,Foreign Used,2016,"KES 3,199,999"
BMW X5 XDrive 30i,Automatic,3000 CC,Kenyan Used,2009,"KES 2,849,999"
Suzuki Escudo,Automatic,1600 CC,Kenyan Used,2016,"KES 2,149,999"
BMW X5 3.0D,Automatic,3000 CC,Kenyan Used,2006,"KES 1,469,999"
Mercedes Benz GLE350D,Automatic,3000 CC,Foreign Used,2017,"KES 8,999,999"
Nissan BlueBird,Automatic,2000 CC,Kenyan Used,2008,"KES 599,999"
Subaru Forester,Automatic,2000 CC,Kenyan Used,2013,"KES 1,829,999"
Lexus RX450H,Automatic,3500 CC,Kenyan Used,2009,"KES 1,849,999"
Suzuki S CROSS,Automatic,1600 CC,Foreign Used,2017,"KES 2,449,999"
Toyota Harrier,Automatic,2000 CC,Foreign Used,2017,"KES 3,899,999"
Toyota Wish,Automatic,1800 CC,Kenyan Used,2011,"KES 1,099,999"
Toyota Ipsum,Automatic,2400 CC,Kenyan Used,2003,"KES 649,999"
Mazda CX3,Automatic,2000 CC,Foreign Used,2017,"KES 2,699,999"
Subaru Forester XT / SUNROOF,Automatic,2000 CC,Foreign Used,2016,"KES 3,479,999"
Toyota Premio,Automatic,1800 CC,Kenyan Used,2005,"KES 859,999"
Mazda Axela,Automatic,1500 CC,Foreign Used,2016,"KES 2,549,999"
Mazda CX8,Automatic,2200 CC,Foreign Used,2017,"KES 3,899,999"
Mitsubishi Delica,Manual,1200 CC,Kenyan Used,1979,"KES 399,999"
Volkswagen Tiguan,Automatic,1400 CC,Foreign Used,2017,"KES 3,749,999"
BMW X3,Automatic,2000 CC,Foreign Used,2017,"KES 4,599,999"
Audi Q5,Automatic,2000 CC,Foreign Used,2017,"KES 4,499,999"
Toyota Mark X,Automatic,2500 CC,Kenyan Used,2008,"KES 749,999"
Subaru Forester XT with ROOF CARGO KIT,Automatic,2000 CC,Kenyan Used,2014,"KES 2,379,999"
Subaru Legacy 2.0L,Automatic,2000 CC,Kenyan Used,2007,"KES 729,999"
"BMW X5 XDrive35d ""F15"" / PANO SUNROOF",Automatic,3000 CC,Kenyan Used,2013,"KES 4,399,999"
Volkswagen Polo,Automatic,1200 CC,Kenyan Used,2011,"KES 789,999"
Range Rover Evoque,Automatic,2200 CC,Foreign Used,2017,"KES 5,299,999"
Mercedes Benz C200,Automatic,2000 CC,Kenyan Used,2015,"KES 3,449,999"
Hyundai Sante Fe,Automatic,2200 CC,Foreign Used,2017,"KES 3,999,999"
Audi Q5,Automatic,2000 CC,Foreign Used,2016,"KES 4,299,999"
Volkswagen Tiguan,Automatic,1400 CC,Kenyan Used,2014,"KES 2,349,999"
Mercedes Benz C200,Automatic,2000 CC,Foreign Used,2017,"KES 4,699,999"
Range Rover Evoque SD4,Automatic,2200 CC,Kenyan Used,2012,"KES 3,599,999"
BMW 530i,Automatic,2000 CC,Foreign Used,2017,"KES 4,599,999"
Volkswagen Golf GT,Automatic,1400 CC,Kenyan Used,2010,"KES 799,999"
Mazda Bongo,Automatic,1500 CC,Kenyan Used,2012,"KES 799,999"
Range Rover Vogue 3.0 TDV6 SE,Automatic,3000 CC,Kenyan Used,2013,"KES 9,699,999"
Toyota Royal Crown i-Four,Automatic,2500 CC,Foreign Used,2016,"KES 2,849,999"
Honda Stepwagon,Automatic,2000 CC,Kenyan Used,2015,"KES 1,699,999"
Volvo XC60,Automatic,2000 CC,Foreign Used,2018,"KES 5,449,999"
Volvo XC60,Automatic,2000 CC,Foreign Used,2018,"KES 5,249,999"
Mercedes Benz C200,Automatic,2000 CC,Kenyan Used,2016,"KES 4,199,999"
Mitsubishi  eK Wagon,Automatic,660 CC,Foreign Used,2017,"KES 789,999"
Mitsubishi Outlander PHEV,Automatic,2000 CC,Foreign Used,2016,"KES 3,499,999"
Nissan Latio,Automatic,1200 CC,Foreign Used,2015,"KES 1,169,999"
BMW X1,Automatic,1500 CC,Foreign Used,2016,"KES 3,399,999"
Nissan Sylphy,Automatic,1800 CC,Kenyan Used,2013,"KES 1,079,999"
Smart Forfour,Automatic,900 CC,Foreign Used,2017,"KES 2,839,999"
Audi A6 2.8L FSI QUATTRO C7 S-LINE,Automatic,2800 CC,Kenyan Used,2015,"KES 2,999,999"
Toyota Premio 260,Automatic,1800 CC,Kenyan Used,2014,"KES 1,749,999"
Volkswagen Touareg 3.6L V6,Automatic,3600 CC,Kenyan Used,2011,"KES 2,499,999"
Volkswagen Citi Golf 1.4i,Automatic,1400 CC,Kenyan Used,2002,"KES 399,999"
Mitsubishi Outlander PHEV,Automatic,2000 CC,Kenyan Used,2015,"KES 2,629,999"
Mercedes Benz ML350 / SUNROOF,Automatic,3500 CC,Kenyan Used,2009,"KES 1,699,999"
"Toyota LiteAce GL ""S402""",Automatic,1500 CC,Kenyan Used,2016,"KES 999,999"
Toyota Fielder,Automatic,1500 CC,Foreign Used,2018,"KES 1,969,999"
BMW X1,Automatic,1500 CC,Foreign Used,2017,"KES 3,299,999"
Volvo V40 T5 AWD 'Cross-Country' Spec,Automatic,2000 CC,Kenyan Used,2015,"KES 1,849,999"
Honda Fit,Automatic,1300 CC,Foreign Used,2016,"KES 1,449,999"
Nissan Teana XL,Automatic,2500 CC,Kenyan Used,2016,"KES 1,599,999"
Volvo XC60 D4,Automatic,2000 CC,Foreign Used,2016,"KES 2,699,999"
Audi Q5 2.0T,Automatic,2000 CC,Foreign Used,2016,"KES 4,349,999"
Audi Q5 2.0T QUATTRO S-LINE,Automatic,2000 CC,Foreign Used,2017,"KES 4,549,999"
Toyota Landcruiser Prado TX,Automatic,2700 CC,Kenyan Used,2016,"KES 5,299,999"
"BMW 320i ""F30""",Automatic,2000 CC,Kenyan Used,2013,"KES 1,699,999"
Lexus RX450H,Automatic,3500 CC,Kenyan Used,2008,"KES 1,299,999"
Toyota Hilux D CAB,Automatic,2500 CC,Kenyan Used,2016,"KES 4,599,999"
Toyota Landcruiser Prado TX,Automatic,2700 CC,Foreign Used,2016,"KES 5,499,999"
Audi Q5,Automatic,2000 CC,Kenyan Used,2014,"KES 2,399,999"
Smart Fortwo,Automatic,900 CC,Foreign Used,2017,"KES 2,249,999"
Smart Fortwo,Automatic,900 CC,Foreign Used,2017,"KES 2,999,999"
Smart Fortwo,Automatic,900 CC,Foreign Used,2016,"KES 2,599,999"
Mitsubishi Outlander PHEV,Automatic,2000 CC,Foreign Used,2016,"KES 3,499,999"
Mitsubishi Outlander / 7 SEATS,Automatic,2400 CC,Foreign Used,2018,"KES 3,799,999"
Mazda CX5,Automatic,2500 CC,Foreign Used,2018,"KES 3,649,999"
"Honda Vezel ""RS"" Hybrid",Automatic,1500 CC,Foreign Used,2017,"KES 3,149,999"
Mercedes Benz GLE 350D,Automatic,3000 CC,Foreign Used,2016,"KES 9,499,999"
BMW X3 XDrive 20d M-SPORT / PANORAMIC SUNROOF,Automatic,2000 CC,Foreign Used,2016,"KES 4,299,999"
Toyota Harrier,Automatic,2500 CC,Foreign Used,2017,"KES 4,499,999"
Toyota CH-R,Automatic,1800 CC,Foreign Used,2016,"KES 3,499,999"
Subaru Legacy B4 / SUNROOF,Automatic,2500 CC,Foreign Used,2016,"KES 2,349,999"
Nissan Vanette,Automatic,1800 CC,Kenyan Used,2009,"KES 599,999"
Mazda CX5,Automatic,2200 CC,Foreign Used,2016,"KES 2,799,999"
Nissan Teana XL,Automatic,2500 CC,Kenyan Used,2014,"KES 1,149,999"
Toyota Voxy,Automatic,2000 CC,Foreign Used,2016,"KES 2,199,999"
Toyota FJ CRUISER,Automatic,4000 CC,Kenyan Used,2011,"KES 3,299,999"
Peugeot 508 1.6L,Automatic,1600 CC,Kenyan Used,2013,"KES 1,429,999"
Mazda CX5,Automatic,2000 CC,Kenyan Used,2014,"KES 2,349,999"
Nissan Note,Automatic,1200 CC,Kenyan Used,2013,"KES 689,999"
